t_s,z_true_m,z_raw_tof,z_mov_avg_10,z_lp_iir_085,z_complementary_098,z_kf1_1state,z_kf1_2state,z_kf1_3state,z_kalman9D_fw
14.31,1.0,0.99287,0.998651,0.998055,0.999846,0.995089,0.997088,0.997422,0.998307
14.315,1.0,0.99287,0.998651,0.998055,0.999841,0.995089,0.997008,0.997374,0.998292
14.32,1.0,0.993887,0.998296,0.99743,0.999716,0.994392,0.996058,0.996479,0.997901
14.325,1.0,0.993887,0.998296,0.99743,0.999707,0.994392,0.995942,0.996399,0.99788
14.33,1.0,0.993887,0.998296,0.99743,0.999697,0.994392,0.995826,0.996318,0.997859
14.335,1.0,0.993887,0.998296,0.99743,0.999689,0.994392,0.99571,0.996237,0.997839
14.34,1.0,1.000311,0.998307,0.997862,0.999693,0.997824,0.996943,0.997176,0.998032
14.345,1.0,1.000311,0.998307,0.997862,0.999685,0.997824,0.996883,0.997129,0.998014
14.35,1.0,1.000311,0.998307,0.997862,0.999678,0.997824,0.996823,0.99708,0.997997
14.355,1.0,1.000311,0.998307,0.997862,0.99967,0.997824,0.996764,0.997031,0.99798
14.36,1.0,1.000781,0.998477,0.9983,0.999685,0.999538,0.99787,0.997917,0.998204
14.365,1.0,1.000781,0.998477,0.9983,0.999677,0.999538,0.997859,0.9979,0.998189
14.37,1.0,1.000781,0.998477,0.9983,0.99967,0.999538,0.997848,0.997883,0.998174
14.375,1.0,1.000781,0.998477,0.9983,0.999662,0.999538,0.997837,0.997866,0.99816
14.38,1.0,0.997021,0.997674,0.998108,0.999602,0.998079,0.997596,0.997645,0.998048
14.385,1.0,0.997021,0.997674,0.998108,0.999592,0.998079,0.997575,0.997621,0.998032
14.39,1.0,0.997021,0.997674,0.998108,0.999581,0.998079,0.997554,0.997596,0.998014
14.395,1.0,0.997021,0.997674,0.998108,0.99957,0.998079,0.997533,0.997572,0.997996
14.4,1.0,0.997522,0.997633,0.99802,0.999517,0.997756,0.997515,0.997541,0.997938
14.405,1.0,0.997522,0.997633,0.99802,0.999504,0.997756,0.997495,0.997516,0.997919
14.41,1.0,0.997522,0.997633,0.99802,0.999491,0.997756,0.997474,0.997491,0.997899
14.415,1.0,0.997522,0.997633,0.99802,0.999477,0.997756,0.997454,0.997465,0.997879
14.42,1.0,1.007196,0.998402,0.999396,0.999619,1.003229,1.000226,0.99984,0.998658
14.425,1.0,1.007196,0.998402,0.999396,0.999609,1.003229,1.000322,0.9999,0.998647
14.43,1.0,1.007196,0.998402,0.999396,0.999601,1.003229,1.000418,0.99996,0.998637
14.435,1.0,1.007196,0.998402,0.999396,0.999592,1.003229,1.000514,1.000022,0.998626
14.44,1.0,0.995856,0.998556,0.998865,0.999508,0.998954,0.99925,0.999045,0.99838
14.445,1.0,0.995856,0.998556,0.998865,0.999497,0.998954,0.99929,0.999072,0.998367
14.45,1.0,0.995856,0.998556,0.998865,0.999487,0.998954,0.999329,0.9991,0.998354
14.455,1.0,0.995856,0.998556,0.998865,0.999476,0.998954,0.999368,0.999128,0.998341
14.46,1.0,0.997415,0.997908,0.998648,0.999424,0.998062,0.998837,0.998729,0.99825
14.465,1.0,0.997415,0.997908,0.998648,0.999412,0.998062,0.998853,0.998743,0.998236
14.47,1.0,0.997415,0.997908,0.998648,0.9994,0.998062,0.998868,0.998758,0.998221
14.475,1.0,0.997415,0.997908,0.998648,0.999386,0.998062,0.998884,0.998773,0.998206
14.48,1.0,1.009448,0.999231,1.000268,0.999574,1.004663,1.001917,1.001411,0.999154
14.485,1.0,1.009448,0.999231,1.000268,0.999566,1.004663,1.002058,1.00152,0.999149
14.49,1.0,1.009448,0.999231,1.000268,0.999557,1.004663,1.0022,1.001631,0.999144
14.495,1.0,1.009448,0.999231,1.000268,0.999548,1.004663,1.002341,1.001744,0.999139
14.5,1.0,0.998396,0.999783,0.999987,0.999517,1.001029,1.001314,1.001006,0.999071
14.505,1.0,0.998396,0.999783,0.999987,0.999507,1.001029,1.001406,1.001092,0.999065
14.51,1.0,0.998396,0.999783,0.999987,0.999498,1.001029,1.001499,1.00118,0.999059
14.515,1.0,0.998396,0.999783,0.999987,0.999488,1.001029,1.001592,1.001268,0.999053
14.52,1.0,1.003698,1.000764,1.000544,0.999563,1.002576,1.00226,1.001934,0.999445
14.525,1.0,1.003698,1.000764,1.000544,0.999555,1.002576,1.002377,1.002046,0.999443
14.53,1.0,1.003698,1.000764,1.000544,0.999547,1.002576,1.002494,1.002159,0.999441
14.535,1.0,1.003698,1.000764,1.000544,0.999539,1.002576,1.00261,1.002275,0.999439
14.54,1.0,1.008983,1.001632,1.001809,0.99972,1.006291,1.004517,1.004013,1.000254
14.545,1.0,1.008983,1.001632,1.001809,0.999718,1.006291,1.004708,1.004189,1.000262
14.55,1.0,1.008983,1.001632,1.001809,0.999716,1.006291,1.0049,1.004368,1.00027
14.555,1.0,1.008983,1.001632,1.001809,0.999715,1.006291,1.005091,1.004549,1.000279
14.56,1.0,0.990019,1.000555,1.000041,0.99952,0.996856,1.000916,1.001113,0.999409
14.565,1.0,0.990019,1.000555,1.000041,0.999514,0.996856,1.000925,1.001171,0.999409
14.57,1.0,0.990019,1.000555,1.000041,0.999507,0.996856,1.000934,1.001229,0.999408
14.575,1.0,0.990019,1.000555,1.000041,0.9995,0.996856,1.000943,1.001288,0.999406
14.58,1.0,1.001244,1.000978,1.000221,0.999529,0.9994,1.001035,1.001322,0.999563
14.585,1.0,1.001244,1.000978,1.000221,0.999524,0.9994,1.001048,1.001381,0.999564
14.59,1.0,1.001244,1.000978,1.000221,0.999518,0.9994,1.001061,1.001441,0.999565
14.595,1.0,1.001244,1.000978,1.000221,0.999511,0.9994,1.001073,1.001501,0.999564
14.6,1.0,1.008134,1.002039,1.001408,0.999676,1.004464,1.003102,1.003179,1.000297
14.605,1.0,1.008134,1.002039,1.001408,0.999673,1.004464,1.003199,1.003298,1.000304
14.61,1.0,1.008134,1.002039,1.001408,0.99967,1.004464,1.003296,1.003418,1.000311
14.615,1.0,1.008134,1.002039,1.001408,0.999666,1.004464,1.003392,1.00354,1.000318
14.62,1.0,0.999941,1.001313,1.001188,0.999669,1.001842,1.002474,1.002747,1.000292
14.625,1.0,0.999941,1.001313,1.001188,0.999666,1.001842,1.002529,1.002839,1.000299
14.63,1.0,0.999941,1.001313,1.001188,0.999664,1.001842,1.002583,1.002932,1.000306
14.635,1.0,0.999941,1.001313,1.001188,0.99966,1.001842,1.002637,1.003026,1.000313
14.64,1.0,0.990351,1.000763,0.999563,0.999472,0.995179,0.999161,0.999979,0.999466
14.645,1.0,0.990351,1.000763,0.999563,0.999464,0.995179,0.999068,0.999963,0.999464
14.65,1.0,0.990351,1.000763,0.999563,0.999456,0.995179,0.998975,0.999947,0.999461
14.655,1.0,0.990351,1.000763,0.999563,0.999448,0.995179,0.998882,0.999929,0.999457
14.66,1.0,0.993111,1.000332,0.998595,0.999312,0.99398,0.997164,0.998238,0.998911
14.665,1.0,0.993111,1.000332,0.998595,0.9993,0.99398,0.997004,0.998159,0.9989
14.67,1.0,0.993111,1.000332,0.998595,0.999288,0.99398,0.996843,0.998079,0.99889
14.675,1.0,0.993111,1.000332,0.998595,0.999275,0.99398,0.996682,0.997997,0.99888
14.68,1.0,1.006801,1.000068,0.999826,0.999414,1.001414,0.999462,1.0001,0.999548
14.685,1.0,1.006801,1.000068,0.999826,0.999406,1.001414,0.999424,1.000093,0.999546
14.69,1.0,1.006801,1.000068,0.999826,0.999399,1.001414,0.999386,1.000084,0.999544
14.695,1.0,1.006801,1.000068,0.999826,0.999391,1.001414,0.999348,1.000075,0.999541
14.7,1.0,0.994256,0.999654,0.99899,0.99928,0.997264,0.997864,0.998636,0.999087
14.705,1.0,0.994256,0.999654,0.99899,0.999269,0.997264,0.997765,0.998576,0.999079
14.71,1.0,0.994256,0.999654,0.99899,0.999259,0.997264,0.997667,0.998514,0.999072
14.715,1.0,0.994256,0.999654,0.99899,0.99925,0.997264,0.997568,0.99845,0.999065
14.72,1.0,1.004477,0.999732,0.999813,0.999345,1.001446,0.999475,0.999884,0.999523
14.725,1.0,1.004477,0.999732,0.999813,0.999338,1.001446,0.99946,0.999872,0.999521
14.73,1.0,1.004477,0.999732,0.999813,0.99933,1.001446,0.999445,0.999858,0.99952
14.735,1.0,1.004477,0.999732,0.999813,0.999323,1.001446,0.99943,0.999844,0.999519
14.74,1.0,1.011018,0.999935,1.001494,0.999551,1.006996,1.002735,1.002583,1.000501
14.745,1.0,1.011018,0.999935,1.001494,0.99955,1.006996,1.002859,1.002666,1.000512
14.75,1.0,1.011018,0.999935,1.001494,0.999549,1.006996,1.002983,1.00275,1.000522
14.755,1.0,1.011018,0.999935,1.001494,0.999547,1.006996,1.003107,1.002835,1.000531
14.76,1.0,1.000387,1.000972,1.001328,0.999562,1.003164,1.002417,1.002297,1.000527
14.765,1.0,1.000387,1.000972,1.001328,0.999559,1.003164,1.002507,1.002362,1.000536
14.77,1.0,1.000387,1.000972,1.001328,0.999557,1.003164,1.002597,1.002428,1.000544
14.775,1.0,1.000387,1.000972,1.001328,0.999556,1.003164,1.002687,1.002494,1.000553
14.78,1.0,1.000758,1.000924,1.001243,0.999578,1.001769,1.002199,1.002118,1.000578
14.785,1.0,1.000758,1.000924,1.001243,0.999577,1.001769,1.002265,1.00217,1.000587
14.79,1.0,1.000758,1.000924,1.001243,0.999576,1.001769,1.002331,1.002222,1.000596
14.795,1.0,1.000758,1.000924,1.001243,0.999574,1.001769,1.002397,1.002275,1.000605
14.8,1.0,0.999494,1.00006,1.00098,0.999571,1.00045,1.001613,1.001631,1.000518
14.805,1.0,0.999494,1.00006,1.00098,0.99957,1.00045,1.001644,1.00166,1.000525
14.81,1.0,0.999494,1.00006,1.00098,0.999568,1.00045,1.001674,1.001689,1.000533
14.815,1.0,0.999494,1.00006,1.00098,0.999567,1.00045,1.001704,1.001718,1.00054
14.82,1.0,1.001646,1.00023,1.00108,0.999608,1.001143,1.001709,1.001722,1.000642
14.825,1.0,1.001646,1.00023,1.00108,0.999608,1.001143,1.001739,1.001751,1.000652
14.83,1.0,1.001646,1.00023,1.00108,0.999608,1.001143,1.001768,1.001779,1.000661
14.835,1.0,1.001646,1.00023,1.00108,0.999606,1.001143,1.001797,1.001807,1.000669
14.84,1.0,0.987394,0.999934,0.999027,0.999362,0.993171,0.997697,0.998282,0.99954
14.845,1.0,0.987394,0.999934,0.999027,0.999356,0.993171,0.997554,0.998185,0.999536
14.85,1.0,0.987394,0.999934,0.999027,0.99935,0.993171,0.997411,0.998085,0.999533
14.855,1.0,0.987394,0.999934,0.999027,0.999343,0.993171,0.997268,0.997984,0.999529
14.86,1.0,0.994737,1.000097,0.998384,0.999245,0.994079,0.996442,0.997107,0.999115
14.865,1.0,0.994737,1.000097,0.998384,0.999236,0.994079,0.99627,0.996974,0.999106
14.87,1.0,0.994737,1.000097,0.998384,0.999227,0.994079,0.996098,0.996839,0.999098
14.875,1.0,0.994737,1.000097,0.998384,0.999219,0.994079,0.995926,0.996701,0.999089
14.88,1.0,1.01004,1.000421,1.000132,0.999426,1.003333,0.999842,0.999877,1.000018
14.885,1.0,1.01004,1.000421,1.000132,0.999423,1.003333,0.999841,0.999853,1.00002
14.89,1.0,1.01004,1.000421,1.000132,0.999419,1.003333,0.99984,0.999828,1.000021
14.895,1.0,1.01004,1.000421,1.000132,0.999416,1.003333,0.999838,0.999802,1.000023
14.9,1.0,1.007886,1.001784,1.001295,0.999581,1.005973,1.00214,1.001771,1.000697
14.905,1.0,1.007886,1.001784,1.001295,0.999581,1.005973,1.002235,1.001816,1.000706
14.91,1.0,1.007886,1.001784,1.001295,0.99958,1.005973,1.002331,1.00186,1.000713
14.915,1.0,1.007886,1.001784,1.001295,0.99958,1.005973,1.002426,1.001906,1.000721
14.92,1.0,1.000502,1.001386,1.001176,0.999598,1.002801,1.001943,1.001595,1.00071
14.925,1.0,1.000502,1.001386,1.001176,0.999598,1.002801,1.002014,1.001629,1.000718
14.93,1.0,1.000502,1.001386,1.001176,0.999598,1.002801,1.002085,1.001663,1.000726
14.935,1.0,1.000502,1.001386,1.001176,0.999597,1.002801,1.002156,1.001698,1.000734
14.94,1.0,1.006205,1.000905,1.001931,0.999728,1.004775,1.003366,1.002833,1.001208
14.945,1.0,1.006205,1.000905,1.001931,0.999731,1.004775,1.003484,1.002908,1.00122
14.95,1.0,1.006205,1.000905,1.001931,0.999734,1.004775,1.003603,1.002983,1.001233
14.955,1.0,1.006205,1.000905,1.001931,0.999737,1.004775,1.003721,1.00306,1.001246
14.96,1.0,1.002979,1.001164,1.002088,0.999805,1.003733,1.003593,1.003098,1.001407
14.965,1.0,1.002979,1.001164,1.002088,0.999811,1.003733,1.003702,1.003175,1.001422
14.97,1.0,1.002979,1.001164,1.002088,0.999815,1.003733,1.00381,1.003253,1.001437
14.975,1.0,1.002979,1.001164,1.002088,0.999819,1.003733,1.003918,1.003332,1.001451
14.98,1.0,0.99243,1.000331,1.000639,0.999676,0.99718,1.000709,1.00071,1.000692
14.985,1.0,0.99243,1.000331,1.000639,0.999676,0.99718,1.000679,1.000695,1.000698
14.99,1.0,0.99243,1.000331,1.000639,0.999678,0.99718,1.000648,1.00068,1.000703
14.995,1.0,0.99243,1.000331,1.000639,0.999679,0.99718,1.000618,1.000664,1.00071
15.0,1.0,0.990564,0.999438,0.999128,0.999497,0.993344,0.99772,0.998167,0.999847
15.005,1.0,0.990564,0.999438,0.999128,0.999493,0.993344,0.99757,0.998062,0.999843
15.01,1.0,0.990564,0.999438,0.999128,0.999489,0.993344,0.99742,0.997955,0.999838
15.015,1.0,0.990564,0.999438,0.999128,0.999485,0.993344,0.99727,0.997846,0.999834
15.02,1.0,1.001424,0.999416,0.999472,0.999519,0.998029,0.998351,0.998643,0.999965
15.025,1.0,1.001424,0.999416,0.999472,0.999515,0.998029,0.998253,0.998562,0.999962
15.03,1.0,1.001424,0.999416,0.999472,0.999512,0.998029,0.998154,0.99848,0.999959
15.035,1.0,1.001424,0.999416,0.999472,0.999508,0.998029,0.998055,0.998397,0.999955
15.04,1.0,0.998369,1.000514,0.999307,0.999481,0.998226,0.998075,0.998327,0.999816
15.045,1.0,0.998369,1.000514,0.999307,0.999476,0.998226,0.997981,0.998241,0.999811
15.05,1.0,0.998369,1.000514,0.999307,0.999472,0.998226,0.997887,0.998154,0.999805
15.055,1.0,0.998369,1.000514,0.999307,0.999467,0.998226,0.997794,0.998066,0.9998
15.06,1.0,1.007437,1.001784,1.000526,0.999622,1.003567,1.000486,1.000304,1.000448
15.065,1.0,1.007437,1.001784,1.000526,0.999621,1.003567,1.000508,1.000295,1.00045
15.07,1.0,1.007437,1.001784,1.000526,0.999619,1.003567,1.000531,1.000287,1.000451
15.075,1.0,1.007437,1.001784,1.000526,0.999617,1.003567,1.000554,1.000278,1.000452
15.08,1.0,0.994315,1.000211,0.999595,0.999508,0.998203,0.998785,0.998804,0.999927
15.085,1.0,0.994315,1.000211,0.999595,0.999502,0.998203,0.998733,0.998743,0.999921
15.09,1.0,0.994315,1.000211,0.999595,0.999496,0.998203,0.998681,0.998682,0.999914
15.095,1.0,0.994315,1.000211,0.999595,0.999491,0.998203,0.998628,0.998619,0.999908
15.1,1.0,1.006908,1.000113,1.000692,0.999635,1.00325,1.00096,1.000611,1.000502
15.105,1.0,1.006908,1.000113,1.000692,0.999634,1.00325,1.001007,1.000619,1.000504
15.11,1.0,1.006908,1.000113,1.000692,0.999634,1.00325,1.001055,1.000628,1.000506
15.115,1.0,1.006908,1.000113,1.000692,0.999633,1.00325,1.001102,1.000637,1.000508
15.12,1.0,0.99466,0.999529,0.999787,0.999533,0.998269,0.999293,0.999173,1.000009
15.125,1.0,0.99466,0.999529,0.999787,0.99953,0.998269,0.999263,0.99913,1.000005
15.13,1.0,0.99466,0.999529,0.999787,0.999527,0.998269,0.999233,0.999087,1.000002
15.135,1.0,0.99466,0.999529,0.999787,0.999524,0.998269,0.999202,0.999043,0.999998
15.14,1.0,1.003261,0.999235,1.000308,0.999595,1.001163,1.000342,1.000047,1.000273
15.145,1.0,1.003261,0.999235,1.000308,0.999594,1.001163,1.000361,1.000039,1.000272
15.15,1.0,1.003261,0.999235,1.000308,0.999593,1.001163,1.000379,1.000031,1.000272
15.155,1.0,1.003261,0.999235,1.000308,0.999591,1.001163,1.000398,1.000023,1.000271
15.16,1.0,0.999309,0.998868,1.000158,0.999584,1.000088,1.0001,0.999841,1.000188
15.165,1.0,0.999309,0.998868,1.000158,0.999582,1.000088,1.000105,0.999827,1.000186
15.17,1.0,0.999309,0.998868,1.000158,0.999579,1.000088,1.000111,0.999812,1.000183
15.175,1.0,0.999309,0.998868,1.000158,0.999576,1.000088,1.000116,0.999798,1.00018
15.18,1.0,0.991463,0.998771,0.998854,0.999411,0.995087,0.997645,0.997736,0.999431
15.185,1.0,0.991463,0.998771,0.998854,0.999404,0.995087,0.997547,0.997649,0.99942
15.19,1.0,0.991463,0.998771,0.998854,0.999397,0.995087,0.997449,0.997561,0.999408
15.195,1.0,0.991463,0.998771,0.998854,0.999389,0.995087,0.997351,0.997471,0.999397
15.2,1.0,1.000351,0.99975,0.999078,0.999401,0.998139,0.998139,0.998111,0.999467
15.205,1.0,1.000351,0.99975,0.999078,0.999394,0.998139,0.998078,0.998045,0.999456
15.21,1.0,1.000351,0.99975,0.999078,0.999386,0.998139,0.998017,0.997978,0.999444
15.215,1.0,1.000351,0.99975,0.999078,0.999379,0.998139,0.997956,0.99791,0.999433
15.22,1.0,0.999884,0.999596,0.999199,0.999381,0.999151,0.998464,0.998344,0.999461
15.225,1.0,0.999884,0.999596,0.999199,0.999373,0.999151,0.998427,0.998292,0.999449
15.23,1.0,0.999884,0.999596,0.999199,0.999364,0.999151,0.99839,0.99824,0.999437
15.235,1.0,0.999884,0.999596,0.999199,0.999356,0.999151,0.998353,0.998187,0.999424
15.24,1.0,0.995242,0.999283,0.998606,0.999266,0.996885,0.997436,0.997422,0.999055
15.245,1.0,0.995242,0.999283,0.998606,0.999255,0.996885,0.997362,0.997343,0.999039
15.25,1.0,0.995242,0.999283,0.998606,0.999245,0.996885,0.997288,0.997263,0.999023
15.255,1.0,0.995242,0.999283,0.998606,0.999235,0.996885,0.997214,0.997182,0.999007
15.26,1.0,1.003748,0.998914,0.999377,0.999315,1.000864,0.999031,0.998735,0.999398
15.265,1.0,1.003748,0.998914,0.999377,0.999308,1.000864,0.999036,0.998711,0.999387
15.27,1.0,1.003748,0.998914,0.999377,0.999302,1.000864,0.999041,0.998686,0.999377
15.275,1.0,1.003748,0.998914,0.999377,0.999294,1.000864,0.999046,0.998661,0.999366
15.28,1.0,0.993372,0.99882,0.998476,0.99917,0.99652,0.997426,0.99734,0.998844
15.285,1.0,0.993372,0.99882,0.998476,0.99916,0.99652,0.997363,0.997269,0.998828
15.29,1.0,0.993372,0.99882,0.998476,0.999151,0.99652,0.997301,0.997198,0.998813
15.295,1.0,0.993372,0.99882,0.998476,0.999142,0.99652,0.997238,0.997125,0.998797
15.3,1.0,1.006558,0.998785,0.999689,0.999281,1.00234,0.999859,0.999391,0.999447
15.305,1.0,1.006558,0.998785,0.999689,0.999276,1.00234,0.999909,0.9994,0.999439
15.31,1.0,1.006558,0.998785,0.999689,0.999271,1.00234,0.999958,0.999409,0.999431
15.315,1.0,1.006558,0.998785,0.999689,0.999265,1.00234,1.000007,0.999419,0.999423
15.32,1.0,1.005265,0.999845,1.000525,0.99938,1.004036,1.001547,1.000866,0.999916
15.325,1.0,1.005265,0.999845,1.000525,0.999379,1.004036,1.001658,1.000928,0.999914
15.33,1.0,1.005265,0.999845,1.000525,0.999378,1.004036,1.00177,1.000991,0.999913
15.335,1.0,1.005265,0.999845,1.000525,0.999377,1.004036,1.001881,1.001056,0.999912
15.34,1.0,0.993409,0.99886,0.999458,0.999257,0.997874,0.999537,0.999224,0.999355
15.345,1.0,0.993409,0.99886,0.999458,0.999253,0.997874,0.999546,0.999224,0.999348
15.35,1.0,0.993409,0.99886,0.999458,0.999249,0.997874,0.999555,0.999225,0.999341
15.355,1.0,0.993409,0.99886,0.999458,0.999246,0.997874,0.999564,0.999226,0.999335
15.36,1.0,0.998094,0.998739,0.999253,0.999219,0.998002,0.99915,0.998948,0.999222
15.365,1.0,0.998094,0.998739,0.999253,0.999215,0.998002,0.999141,0.998939,0.999214
15.37,1.0,0.998094,0.998739,0.999253,0.999211,0.998002,0.999132,0.998931,0.999206
15.375,1.0,0.998094,0.998739,0.999253,0.999207,0.998002,0.999124,0.998922,0.999198
15.38,1.0,1.00146,0.999738,0.999584,0.999249,1.000007,0.999786,0.999541,0.999385
15.385,1.0,1.00146,0.999738,0.999584,0.999247,1.000007,0.999805,0.999555,0.99938
15.39,1.0,1.00146,0.999738,0.999584,0.999245,1.000007,0.999824,0.999569,0.999375
15.395,1.0,1.00146,0.999738,0.999584,0.999242,1.000007,0.999844,0.999585,0.99937
15.4,1.0,1.006071,1.00031,1.000557,0.999377,1.003523,1.001639,1.001192,0.999939
15.405,1.0,1.006071,1.00031,1.000557,0.999379,1.003523,1.001733,1.001265,0.999942
15.41,1.0,1.006071,1.00031,1.000557,0.999381,1.003523,1.001826,1.001339,0.999944
15.415,1.0,1.006071,1.00031,1.000557,0.999383,1.003523,1.00192,1.001414,0.999946
15.42,1.0,0.997054,1.000027,1.000032,0.999338,0.999772,1.000594,1.000399,0.9997
15.425,1.0,0.997054,1.000027,1.000032,0.999338,0.999772,1.000629,1.000439,0.999699
15.43,1.0,0.997054,1.000027,1.000032,0.999338,0.999772,1.000663,1.000479,0.999698
15.435,1.0,0.997054,1.000027,1.000032,0.999337,0.999772,1.000697,1.000519,0.999696
15.44,1.0,0.99787,1.00029,0.999707,0.999307,0.998669,0.999913,0.999899,0.999538
15.445,1.0,0.99787,1.00029,0.999707,0.999306,0.998669,0.999913,0.999918,0.999534
15.45,1.0,0.99787,1.00029,0.999707,0.999304,0.998669,0.999913,0.999937,0.99953
15.455,1.0,0.99787,1.00029,0.999707,0.999302,0.998669,0.999913,0.999957,0.999526
15.46,1.0,1.000863,1.000002,0.999881,0.999331,0.999941,1.000185,1.000195,0.999637
15.465,1.0,1.000863,1.000002,0.999881,0.99933,0.999941,1.000196,1.000223,0.999634
15.47,1.0,1.000863,1.000002,0.999881,0.999329,0.999941,1.000207,1.000252,0.999631
15.475,1.0,1.000863,1.000002,0.999881,0.999328,0.999941,1.000219,1.000281,0.999628
15.48,1.0,0.997492,1.000414,0.999522,0.99929,0.998521,0.999447,0.999617,0.999442
15.485,1.0,0.997492,1.000414,0.999522,0.999286,0.998521,0.999426,0.999623,0.999436
15.49,1.0,0.997492,1.000414,0.999522,0.999282,0.998521,0.999404,0.999628,0.99943
15.495,1.0,0.997492,1.000414,0.999522,0.999278,0.998521,0.999383,0.999634,0.999423
15.5,1.0,1.005652,1.000323,1.000442,0.999401,1.002655,1.001161,1.001119,0.999949
15.505,1.0,1.005652,1.000323,1.000442,0.999399,1.002655,1.001215,1.001178,0.999947
15.51,1.0,1.005652,1.000323,1.000442,0.999397,1.002655,1.001269,1.001238,0.999945
15.515,1.0,1.005652,1.000323,1.000442,0.999395,1.002655,1.001323,1.001298,0.999943
15.52,1.0,1.008479,1.000644,1.001647,0.999575,1.006032,1.003408,1.003111,1.000672
15.525,1.0,1.008479,1.000644,1.001647,0.999578,1.006032,1.003547,1.003236,1.000678
15.53,1.0,1.008479,1.000644,1.001647,0.99958,1.006032,1.003686,1.003363,1.000684
15.535,1.0,1.008479,1.000644,1.001647,0.999581,1.006032,1.003824,1.003491,1.000689
15.54,1.0,0.995293,1.000833,1.000694,0.999497,0.999806,1.001483,1.001572,1.000232
15.545,1.0,0.995293,1.000833,1.000694,0.999497,0.999806,1.001518,1.001632,1.000232
15.55,1.0,0.995293,1.000833,1.000694,0.999496,0.999806,1.001553,1.001692,1.000232
15.555,1.0,0.995293,1.000833,1.000694,0.999495,0.999806,1.001588,1.001754,1.000232
15.56,1.0,0.993531,1.000377,0.99962,0.999374,0.996168,0.999308,0.999777,0.999658
15.565,1.0,0.993531,1.000377,0.99962,0.999371,0.996168,0.999247,0.999768,0.999651
15.57,1.0,0.993531,1.000377,0.99962,0.999367,0.996168,0.999185,0.999758,0.999644
15.575,1.0,0.993531,1.000377,0.99962,0.999364,0.996168,0.999124,0.999747,0.999638
15.58,1.0,1.006961,1.000927,1.000721,0.999512,1.002426,1.001322,1.001514,1.000259
15.585,1.0,1.006961,1.000927,1.000721,0.999512,1.002426,1.001355,1.001566,1.000259
15.59,1.0,1.006961,1.000927,1.000721,0.999513,1.002426,1.001387,1.001619,1.00026
15.595,1.0,1.006961,1.000927,1.000721,0.999514,1.002426,1.00142,1.001672,1.000261
15.6,1.0,1.000488,1.000368,1.000686,0.999533,1.001302,1.001177,1.001422,1.000281
15.605,1.0,1.000488,1.000368,1.000686,0.999534,1.001302,1.001198,1.001465,1.000282
15.61,1.0,1.000488,1.000368,1.000686,0.999535,1.001302,1.001219,1.00151,1.000283
15.615,1.0,1.000488,1.000368,1.000686,0.999537,1.001302,1.001241,1.001554,1.000284
15.62,1.0,1.003281,1.000991,1.001075,0.999614,1.002449,1.00184,1.002013,1.000543
15.625,1.0,1.003281,1.000991,1.001075,0.999618,1.002449,1.001885,1.002074,1.000547
15.63,1.0,1.003281,1.000991,1.001075,0.999622,1.002449,1.00193,1.002135,1.000553
15.635,1.0,1.003281,1.000991,1.001075,0.999626,1.002449,1.001976,1.002197,1.000558
15.64,1.0,1.001043,1.001308,1.00107,0.999658,1.001634,1.001741,1.00196,1.000604
15.645,1.0,1.001043,1.001308,1.00107,0.999663,1.001634,1.001775,1.002012,1.000609
15.65,1.0,1.001043,1.001308,1.00107,0.999669,1.001634,1.001809,1.002066,1.000616
15.655,1.0,1.001043,1.001308,1.00107,0.999675,1.001634,1.001842,1.002119,1.000623
15.66,1.0,0.990678,1.00029,0.999511,0.999501,0.995281,0.998672,0.999345,0.999778
15.665,1.0,0.990678,1.00029,0.999511,0.999503,0.995281,0.998572,0.999299,0.999775
15.67,1.0,0.990678,1.00029,0.999511,0.999505,0.995281,0.998472,0.999252,0.999773
15.675,1.0,0.990678,1.00029,0.999511,0.999506,0.995281,0.998372,0.999205,0.99977
15.68,1.0,0.99915,1.000456,0.999457,0.9995,0.997524,0.998523,0.999154,0.999715
15.685,1.0,0.99915,1.000456,0.999457,0.999501,0.997524,0.998433,0.999104,0.999711
15.69,1.0,0.99915,1.000456,0.999457,0.999502,0.997524,0.998344,0.999054,0.999707
15.695,1.0,0.99915,1.000456,0.999457,0.999501,0.997524,0.998254,0.999001,0.999703
15.7,1.0,0.995168,0.999407,0.998814,0.999414,0.996158,0.997307,0.998018,0.99931
15.705,1.0,0.995168,0.999407,0.998814,0.999411,0.996158,0.997182,0.997931,0.9993
15.71,1.0,0.995168,0.999407,0.998814,0.999408,0.996158,0.997056,0.997842,0.99929
15.715,1.0,0.995168,0.999407,0.998814,0.999405,0.996158,0.996931,0.997752,0.999281
15.72,1.0,1.008027,0.999362,1.000196,0.999574,1.00304,1.000016,1.000211,1.00002
15.725,1.0,1.008027,0.999362,1.000196,0.999575,1.00304,1.000025,1.000208,1.000018
15.73,1.0,1.008027,0.999362,1.000196,0.999575,1.00304,1.000033,1.000205,1.000015
15.735,1.0,1.008027,0.999362,1.000196,0.999575,1.00304,1.000042,1.000202,1.000012
15.74,1.0,1.001933,1.000026,1.000456,0.999621,1.002398,1.000589,1.000626,1.000174
15.745,1.0,1.001933,1.000026,1.000456,0.999622,1.002398,1.00062,1.000637,1.000173
15.75,1.0,1.001933,1.000026,1.000456,0.999623,1.002398,1.000651,1.000649,1.000172
