t_s,roll_madgwick,roll_mahony,roll_simple_kf,roll_ekf,roll_ekf9state,roll_complementary,roll_lowpass,roll_highpass
6.12,20.5645,29.897,29.8422,29.7568,30.0558,29.829,29.6931,-0.0282
6.125,20.584,29.9013,29.8476,29.7745,30.0595,29.8356,29.738,-0.0248
6.13,20.5968,29.8872,29.8081,29.6421,30.0482,29.7889,29.4268,-0.0281
6.135,20.6135,29.8916,29.8208,29.7006,30.0511,29.8055,29.6011,-0.0275
6.14,20.6336,29.8957,29.8245,29.7127,30.0548,29.81,29.6363,-0.0235
6.145,20.6464,29.8946,29.8282,29.7452,30.0526,29.8163,29.7354,-0.027
6.15,20.6615,29.8853,29.7994,29.6476,30.0454,29.7823,29.5003,-0.028
6.155,20.6779,29.8858,29.8,29.6609,30.0455,29.7841,29.5544,-0.0278
6.16,20.6909,29.8935,29.8325,29.8021,30.0495,29.8256,29.9234,-0.031
6.165,20.7053,29.8966,29.8451,29.8569,30.0509,29.842,30.0429,-0.0325
6.17,20.7196,29.8892,29.8245,29.7856,30.0448,29.8178,29.845,-0.0344
6.175,20.7392,29.8836,29.7977,29.6805,30.0416,29.7851,29.571,-0.031
6.18,20.7571,29.8832,29.7921,29.6644,30.0414,29.7789,29.5442,-0.0293
6.185,20.7736,29.8861,29.8008,29.7067,30.0432,29.7906,29.6651,-0.029
6.19,20.7929,29.8923,29.8134,29.7536,30.0479,29.8063,29.7793,-0.026
6.195,20.8086,29.8937,29.8187,29.7803,30.0485,29.8137,29.8417,-0.0264
6.2,20.8251,29.8887,29.8007,29.7161,30.0448,29.7924,29.6741,-0.0259
6.205,20.8413,29.8966,29.8256,29.8158,30.0499,29.8236,29.9243,-0.0257
6.21,20.8541,29.8911,29.8143,29.7848,30.0447,29.8112,29.8392,-0.0289
6.215,20.8715,29.9035,29.8513,29.9233,30.0533,29.8568,30.1672,-0.0275
6.22,20.8881,29.9077,29.8629,29.9619,30.0561,29.8712,30.2237,-0.0269
6.225,20.9023,29.9059,29.8605,29.9525,30.054,29.8687,30.1654,-0.0286
6.23,20.9173,29.904,29.856,29.9347,30.052,29.8638,30.0926,-0.0298
6.235,20.9344,29.9101,29.8721,29.9873,30.0563,29.8834,30.1946,-0.0284
6.24,20.9531,29.9053,29.8497,29.8904,30.0533,29.8555,29.9208,-0.0259
6.245,20.9675,29.8997,29.8351,29.8398,30.0486,29.8384,29.7965,-0.0278
6.25,20.9823,29.8865,29.7941,29.6916,30.0387,29.7892,29.4434,-0.0291
6.255,20.9979,29.8923,29.8142,29.7769,30.0422,29.8147,29.6909,-0.0297
6.26,21.0121,29.8844,29.7922,29.7038,30.0359,29.7889,29.529,-0.0315
6.265,21.029,29.8828,29.785,29.6828,30.0346,29.7808,29.5023,-0.0308
6.27,21.0433,29.8858,29.7986,29.7477,30.0357,29.7987,29.6926,-0.0327
6.275,21.0581,29.8833,29.7929,29.7349,30.0333,29.7927,29.6722,-0.0339
6.28,21.0758,29.8885,29.8059,29.7846,30.037,29.8089,29.7994,-0.0322
6.285,21.0925,29.886,29.7957,29.748,30.0351,29.7969,29.7061,-0.0316
6.29,21.1102,29.9057,29.8567,29.9767,30.0488,29.8717,30.2694,-0.0301
6.295,21.1264,29.8989,29.8335,29.8839,30.0438,29.8435,29.9981,-0.03
6.3,21.1431,29.8999,29.8348,29.8857,30.0443,29.8453,29.9842,-0.0295
6.305,21.155,29.8931,29.8218,29.8469,30.0381,29.8306,29.8841,-0.0337
6.31,21.1679,29.8933,29.8287,29.8809,30.0369,29.84,29.9686,-0.0367
6.315,21.1844,29.8955,29.8342,29.8982,30.0383,29.8468,29.9966,-0.0361
6.32,21.1975,29.8965,29.8439,29.9399,30.0377,29.8594,30.091,-0.0392
6.325,21.218,29.8932,29.822,29.841,30.0365,29.8318,29.8158,-0.0346
6.33,21.2307,29.8982,29.8463,29.9419,30.0385,29.8626,30.0748,-0.0382
6.335,21.2481,29.8986,29.8438,29.9242,30.0388,29.8592,30.0085,-0.0369
6.34,21.2604,29.8886,29.8194,29.8399,30.0305,29.8304,29.7984,-0.0408
6.345,21.277,29.8925,29.8306,29.8809,30.0329,29.8442,29.904,-0.0404
6.35,21.2957,29.8925,29.8246,29.8497,30.0334,29.8365,29.8185,-0.0379
6.355,21.3176,29.8992,29.8325,29.8632,30.0395,29.8451,29.8428,-0.032
6.36,21.3362,29.8995,29.8267,29.8333,30.0403,29.8376,29.766,-0.0292
6.365,21.3548,29.9138,29.8676,29.981,30.0504,29.8873,30.1322,-0.0268
6.37,21.3721,29.9084,29.8466,29.8931,30.0469,29.8613,29.8918,-0.0257
6.375,21.3913,29.9119,29.8504,29.8972,30.0499,29.8653,29.8948,-0.0226
6.38,21.4079,29.9033,29.8203,29.7814,30.0439,29.8285,29.6103,-0.022
6.385,21.4259,29.8982,29.7988,29.6996,30.0409,29.8022,29.4311,-0.02
6.39,21.4382,29.8918,29.7861,29.6707,30.035,29.7882,29.4092,-0.0237
6.395,21.455,29.8813,29.7494,29.5408,30.0277,29.7441,29.1285,-0.0229
6.4,21.4722,29.8786,29.7378,29.5096,30.026,29.7307,29.1107,-0.0216
6.405,21.4873,29.8809,29.7467,29.5619,30.0271,29.743,29.2997,-0.0221
6.41,21.504,29.8845,29.7572,29.6138,30.0293,29.7567,29.4649,-0.0215
6.415,21.5234,29.8853,29.7524,29.5986,30.0306,29.7511,29.4422,-0.0181
6.42,21.5381,29.8762,29.7247,29.5098,30.0237,29.7185,29.2504,-0.0191
6.425,21.5558,29.8838,29.7465,29.6038,30.029,29.746,29.5159,-0.0175
6.43,21.5719,29.8786,29.7296,29.5527,30.0251,29.7265,29.404,-0.0175
6.435,21.591,29.8846,29.7429,29.6087,30.0297,29.7433,29.5567,-0.0146
6.44,21.6063,29.8897,29.762,29.6938,30.0326,29.7678,29.7748,-0.0154
6.445,21.6238,29.8922,29.7671,29.7165,30.0343,29.7746,29.815,-0.0141
6.45,21.6382,29.8955,29.7815,29.7803,30.0356,29.7932,29.9602,-0.0157
6.455,21.6527,29.9009,29.8031,29.8682,30.0384,29.8205,30.1521,-0.0173
6.46,21.6709,29.8867,29.7514,29.6668,30.0292,29.7572,29.6114,-0.0151
6.465,21.6862,29.8968,29.7868,29.8098,30.0354,29.8015,29.9717,-0.016
6.47,21.703,29.9003,29.7964,29.8444,30.0376,29.8135,30.0304,-0.0153
6.475,21.7175,29.9025,29.8071,29.8877,30.0383,29.8272,30.1121,-0.0168
6.48,21.7341,29.8994,29.7954,29.8395,30.036,29.813,29.9591,-0.0162
6.485,21.749,29.8973,29.7906,29.8235,30.034,29.8077,29.904,-0.0171
6.49,21.7652,29.9014,29.8029,29.8684,30.0365,29.823,30.001,-0.0167
6.495,21.7853,29.9001,29.7877,29.7959,30.037,29.8035,29.7924,-0.0118
6.5,21.8002,29.8928,29.7666,29.7225,30.0314,29.7786,29.6161,-0.0131
6.505,21.8177,29.8886,29.7492,29.6584,30.0288,29.7576,29.4713,-0.0115
6.51,21.8317,29.8788,29.7222,29.5718,30.0212,29.7259,29.2922,-0.0136
6.515,21.8481,29.8845,29.7403,29.6511,30.0247,29.749,29.5275,-0.0132
6.52,21.8636,29.8852,29.7443,29.6763,30.0246,29.7548,29.6091,-0.0138
6.525,21.885,29.8939,29.7606,29.7294,30.0318,29.7743,29.7365,-0.0083
6.53,21.9003,29.9018,29.7881,29.8385,30.0365,29.8086,30.0039,-0.009
6.535,21.9162,29.8993,29.7804,29.8091,30.0344,29.7995,29.9076,-0.0091
6.54,21.9351,29.9059,29.795,29.8559,30.0395,29.817,30.0002,-0.006
6.545,21.9496,29.9072,29.803,29.8888,30.0395,29.8275,30.0629,-0.0076
6.55,21.967,29.9127,29.8181,29.9385,30.0433,29.8458,30.1555,-0.0064
6.555,21.9859,29.9181,29.8293,29.967,30.0475,29.8588,30.1863,-0.0035
6.56,22.0017,29.9144,29.8177,29.9176,30.0446,29.8446,30.0332,-0.0039
6.565,22.0165,29.9193,29.8366,29.9874,30.0471,29.868,30.1897,-0.0052
6.57,22.0339,29.9274,29.8602,30.0638,30.0526,29.8962,30.3434,-0.0038
6.575,22.05,29.9357,29.8865,30.1501,30.0578,29.9278,30.5125,-0.0037
6.58,22.0648,29.9291,29.8672,30.0655,30.0528,29.9039,30.2537,-0.0049
6.585,22.0785,29.9242,29.8565,30.0205,30.0485,29.8908,30.121,-0.0073
6.59,22.0947,29.9133,29.8198,29.8738,30.0411,29.8456,29.7462,-0.0072
6.595,22.1169,29.919,29.8243,29.8719,30.0466,29.8497,29.7466,-0.001
6.6,22.1324,29.9169,29.8187,29.8515,30.0447,29.8431,29.7169,-0.0016
6.605,22.1466,29.9103,29.8011,29.7903,30.0395,29.8221,29.5911,-0.0034
6.61,22.1607,29.9115,29.8084,29.824,30.0394,29.8315,29.707,-0.0048
6.615,22.1811,29.9184,29.8208,29.859,30.0452,29.8458,29.7999,-0.0003
6.62,22.1969,29.9132,29.804,29.796,30.0413,29.8253,29.6551,-0.0005
6.625,22.213,29.92,29.8258,29.8795,30.0455,29.8521,29.8799,-0.0003
6.63,22.2245,29.9053,29.7884,29.7503,30.034,29.8074,29.5744,-0.0049
6.635,22.2405,29.9013,29.7755,29.7069,30.0311,29.7921,29.4946,-0.005
6.64,22.2522,29.8959,29.7679,29.6968,30.0257,29.7842,29.5118,-0.0093
6.645,22.2665,29.8912,29.7543,29.655,30.0219,29.7682,29.4388,-0.0101
6.65,22.2872,29.898,29.7665,29.6967,30.0276,29.7827,29.5628,-0.0055
6.655,22.3009,29.8975,29.7703,29.7242,30.0262,29.7884,29.6553,-0.0078
6.66,22.3195,29.9006,29.7752,29.7405,30.0288,29.7941,29.6999,-0.0053
6.665,22.3363,29.8952,29.7537,29.6598,30.0256,29.7679,29.5043,-0.0035
6.67,22.3487,29.8881,29.7388,29.6227,30.0194,29.7512,29.4449,-0.0071
6.675,22.363,29.888,29.7432,29.6541,30.0184,29.7576,29.5526,-0.0089
6.68,22.3788,29.8918,29.7562,29.7107,30.0205,29.774,29.7065,-0.0089
6.685,22.3983,29.9026,29.7839,29.8106,30.0283,29.8077,29.9438,-0.0055
6.69,22.4128,29.911,29.815,29.931,30.0331,29.8461,30.222,-0.0069
6.695,22.4323,29.9106,29.8056,29.8805,30.0337,29.8337,30.0468,-0.0035
6.7,22.4503,29.9167,29.8206,29.9277,30.0381,29.8515,30.1324,-0.0012
6.705,22.4621,29.9179,29.8338,29.983,30.0372,29.8684,30.2464,-0.0053
6.71,22.4754,29.9139,29.8267,29.9556,30.0334,29.8599,30.1461,-0.008
6.715,22.4959,29.9261,29.8565,30.048,30.0426,29.895,30.3335,-0.0036
6.72,22.5107,29.9248,29.8548,30.0342,30.041,29.8927,30.2597,-0.0048
6.725,22.5214,29.9321,29.8904,30.1712,30.0436,29.9367,30.5735,-0.01
6.73,22.5372,29.9265,29.8723,30.0866,30.0397,29.9137,30.3063,-0.0102
6.735,22.5548,29.9228,29.8555,30.0059,30.0377,29.892,30.0717,-0.0084
6.74,22.5659,29.9213,29.8614,30.0327,30.0348,29.8998,30.1386,-0.0132
6.745,22.5818,29.925,29.8729,30.0651,30.0369,29.9131,30.2018,-0.0131
6.75,22.5974,29.9278,29.8825,30.0902,30.0384,29.9241,30.2435,-0.0134
6.755,22.6133,29.9297,29.8886,30.1009,30.0393,29.9308,30.247,-0.0136
6.76,22.6288,29.9399,29.9221,30.2132,30.0456,29.9708,30.5007,-0.0137
6.765,22.6418,29.9401,29.9287,30.227,30.0445,29.9782,30.498,-0.0166
6.77,22.6555,29.9378,29.9249,30.1991,30.042,29.9727,30.3937,-0.0187
6.775,22.6716,29.9408,29.9317,30.2043,30.044,29.9796,30.3752,-0.0177
6.78,22.6844,29.9399,29.9356,30.2102,30.042,29.9838,30.3716,-0.021
6.785,22.6957,29.9277,29.9058,30.0935,30.0323,29.947,30.0726,-0.0258
6.79,22.7126,29.9223,29.8853,30.0023,30.0289,29.9208,29.8507,-0.0249
6.795,22.7271,29.9161,29.8678,29.9331,30.0242,29.8989,29.7069,-0.0262
6.8,22.7417,29.9176,29.8747,29.9581,30.0244,29.907,29.8049,-0.0274
6.805,22.7541,29.9173,29.8795,29.9785,30.0231,29.9128,29.8838,-0.0301
6.81,22.7714,29.9242,29.8984,30.0387,30.0277,29.9347,30.0424,-0.0287
6.815,22.7877,29.9261,29.9023,30.042,30.029,29.9384,30.048,-0.0279
6.82,22.8048,29.9355,29.9299,30.1331,30.0352,29.9709,30.2678,-0.0269
6.825,22.8253,29.9419,29.9401,30.1452,30.0407,29.9811,30.2669,-0.0224
6.83,22.8415,29.9434,29.9438,30.1451,30.0415,29.9845,30.2482,-0.0223
6.835,22.8587,29.9401,29.9285,30.0701,30.0397,29.9642,30.0454,-0.0208
6.84,22.8771,29.9446,29.9374,30.087,30.0433,29.9735,30.0854,-0.0185
6.845,22.8924,29.9452,29.9394,30.0854,30.0434,29.9749,30.0824,-0.0188
6.85,22.9069,29.947,29.9455,30.0992,30.0441,29.9814,30.118,-0.0193
6.855,22.9186,29.9467,29.9535,30.1303,30.0421,29.9909,30.2011,-0.0236
6.86,22.9411,29.9615,29.9859,30.2208,30.0537,30.0277,30.3969,-0.017
6.865,22.9564,29.9635,29.9927,30.2313,30.0547,30.0347,30.3974,-0.0175
6.87,22.9705,29.9621,29.9903,30.2093,30.0531,30.0305,30.322,-0.0189
6.875,22.9885,29.9623,29.9843,30.1651,30.054,30.0212,30.1912,-0.0165
6.88,23.0069,29.9712,30.0065,30.228,30.0603,30.0464,30.3357,-0.014
6.885,23.0206,29.9693,30.0033,30.2052,30.0583,30.0413,30.2678,-0.0158
6.89,23.035,29.9755,30.0263,30.2808,30.0615,30.0682,30.4471,-0.0174
6.895,23.0514,29.9718,30.0118,30.2071,30.0591,30.0487,30.2409,-0.017
6.9,23.0686,29.9765,30.0234,30.2329,30.0624,30.061,30.2964,-0.0159
6.905,23.0875,29.9793,30.0244,30.2133,30.065,30.0601,30.2321,-0.0129
6.91,23.1049,29.982,30.029,30.2126,30.0671,30.0638,30.2244,-0.0116
6.915,23.1226,29.9904,30.0513,30.2774,30.0729,30.0891,30.3773,-0.0099
6.92,23.1364,29.9929,30.0629,30.3094,30.0737,30.1019,30.4455,-0.0119
6.925,23.1546,29.9887,30.0412,30.2021,30.0719,30.073,30.1557,-0.0091
6.93,23.1696,29.9853,30.0308,30.1536,30.0692,30.059,30.0463,-0.0101
6.935,23.1893,29.9816,30.009,30.0517,30.0681,30.0302,29.8043,-0.0063
6.94,23.2084,29.9872,30.0187,30.0743,30.0727,30.0402,29.8891,-0.003
6.945,23.2257,29.987,30.0128,30.0423,30.0731,30.0316,29.8345,-0.0013
6.95,23.2415,29.9925,30.03,30.1027,30.0764,30.0514,30.0137,-0.0014
6.955,23.2612,29.9961,30.0318,30.0921,30.08,30.0516,29.9923,0.0025
6.96,23.2739,29.9931,30.0256,30.0686,30.0773,30.0433,29.9542,0.0004
6.965,23.2891,29.9913,30.0202,30.0459,30.0757,30.0359,29.9179,-0.0004
6.97,23.3035,29.9941,30.0319,30.0899,30.0769,30.0495,30.0482,-0.0019
6.975,23.3219,30.0017,30.0499,30.1448,30.0824,30.0698,30.183,0.0005
6.98,23.3389,29.9975,30.0306,30.0595,30.0803,30.0447,29.9644,0.0023
6.985,23.3533,29.9998,30.0406,30.0971,30.0811,30.0562,30.0742,0.0008
6.99,23.3715,30.0092,30.0647,30.1748,30.0878,30.0839,30.2623,0.0031
6.995,23.3834,30.0112,30.079,30.2298,30.0874,30.101,30.3929,-0.0009
7.0,23.4,30.0181,30.0986,30.2887,30.092,30.1233,30.5109,-0.0002
7.005,23.4195,30.0232,30.1047,30.2859,30.0965,30.1283,30.4618,0.0037
7.01,23.44,30.0142,30.0636,30.105,30.0925,30.0754,29.9827,0.0082
7.015,23.4589,30.0236,30.0853,30.1719,30.0995,30.1001,30.1569,0.0115
7.02,23.4744,30.0268,30.0954,30.2024,30.1013,30.1112,30.2348,0.0111
7.025,23.4942,30.0452,30.1454,30.3694,30.1142,30.1701,30.6294,0.015
7.03,23.5063,30.0256,30.0854,30.1347,30.1008,30.0956,30.0216,0.0123
7.035,23.5251,30.0383,30.1188,30.2455,30.1098,30.1346,30.303,0.0153
7.04,23.5402,30.0441,30.1381,30.3088,30.113,30.1568,30.4512,0.0144
7.045,23.5584,30.0409,30.1205,30.2226,30.1117,30.1333,30.2136,0.0167
7.05,23.572,30.0444,30.1361,30.2776,30.113,30.1514,30.3548,0.0143
7.055,23.5818,30.0357,30.12,30.2217,30.1052,30.1316,30.2207,0.0082
7.06,23.5994,30.039,30.1253,30.2273,30.1078,30.1363,30.2306,0.0098
7.065,23.6145,30.0372,30.1188,30.1944,30.1064,30.1271,30.1508,0.0094
7.07,23.6337,30.033,30.0958,30.0916,30.1049,30.097,29.8981,0.0126
7.075,23.6473,30.0303,30.091,30.0772,30.1023,30.0907,29.8972,0.0103
7.08,23.6645,30.0296,30.0844,30.0473,30.1022,30.0814,29.848,0.0115
7.085,23.6789,30.029,30.0842,30.0499,30.1012,30.0807,29.8877,0.0101
7.09,23.695,30.0286,30.0807,30.0352,30.101,30.0755,29.8751,0.0105
7.095,23.713,30.0253,30.0638,29.9664,30.0996,30.0536,29.726,0.0125
7.1,23.7257,30.0264,30.0734,30.0149,30.099,30.0656,29.8882,0.0093
7.105,23.7413,30.0185,30.0467,29.9168,30.094,30.0324,29.6675,0.0091
7.11,23.757,30.02,30.0512,29.9404,30.0947,30.0376,29.7631,0.0089
7.115,23.7734,30.0259,30.0682,30.0074,30.0984,30.0578,29.9526,0.0093
7.12,23.7903,30.0185,30.0404,29.9022,30.0941,30.0231,29.7012,0.0103
7.125,23.8056,30.0217,30.0493,29.9413,30.0961,30.0337,29.8265,0.0106
7.13,23.8208,30.0219,30.0503,29.9516,30.0959,30.0347,29.8704,0.0099
7.135,23.8351,30.0172,30.0336,29.8934,30.0928,30.014,29.74,0.0099
7.14,23.8517,30.0156,30.0245,29.8628,30.0921,30.0025,29.685,0.0111
7.145,23.8709,30.0195,30.0289,29.8785,30.0957,30.007,29.7425,0.0145
7.15,23.8925,30.0264,30.0372,29.9017,30.102,30.0159,29.8065,0.0202
7.155,23.9066,30.0192,30.0167,29.8366,30.0968,29.9912,29.6656,0.0184
7.16,23.9188,30.0124,30.0019,29.801,30.0911,29.9741,29.6124,0.0149
7.165,23.9328,30.0169,30.0202,29.886,30.093,29.9971,29.8532,0.0129
7.17,23.9494,30.0163,30.0159,29.8751,30.0928,29.9917,29.8297,0.0136
7.175,23.964,30.0075,29.9891,29.7862,30.0867,29.9595,29.6223,0.0122
7.18,23.9774,30.0015,29.9735,29.7453,30.0822,29.9413,29.5512,0.0102
7.185,23.9919,30.003,29.9798,29.7852,30.0825,29.9497,29.6803,0.0092
7.19,24.0101,30.0044,29.9785,29.7848,30.0842,29.9479,29.6896,0.0116
7.195,24.027,30.0123,30.0015,29.8799,30.0892,29.9763,29.9346,0.0125
7.2,24.0441,30.0108,29.9932,29.8522,30.0887,29.9661,29.8559,0.0137
7.205,24.0631,30.0209,30.0173,29.9406,30.096,29.9951,30.0638,0.0172
7.21,24.0779,30.0267,30.0383,30.0258,30.0991,30.021,30.2564,0.0161
7.215,24.0972,30.0353,30.0579,30.0888,30.1056,30.044,30.3685,0.0194
7.22,24.1139,30.0379,30.0629,30.1011,30.1075,30.0496,30.3541,0.0205
7.225,24.1311,30.0434,30.0764,30.1432,30.1113,30.0653,30.4159,0.022
7.23,24.1468,30.0457,30.0831,30.1625,30.1125,30.073,30.4226,0.0217
7.235,24.1629,30.0435,30.073,30.116,30.1113,30.0601,30.2682,0.0224
7.24,24.178,30.0421,30.0693,30.0995,30.1101,30.0553,30.207,0.0216
7.245,24.197,30.0513,30.091,30.1686,30.1168,30.0808,30.3527,0.0247
7.25,24.213,30.0444,30.0672,30.0724,30.1125,30.0512,30.0897,0.0247
7.255,24.2278,30.0459,30.0726,30.0924,30.113,30.0577,30.1375,0.024
7.26,24.242,30.0477,30.0814,30.1267,30.1135,30.0684,30.2187,0.0223
7.265,24.2594,30.0584,30.1119,30.2316,30.1205,30.1048,30.4581,0.0239
7.27,24.2753,30.0578,30.1078,30.2057,30.1201,30.0991,30.3602,0.0241
7.275,24.2889,30.0513,30.0901,30.1367,30.1153,30.0773,30.1732,0.022
7.28,24.3062,30.055,30.0974,30.1548,30.118,30.0854,30.2086,0.0235
7.285,24.323,30.0595,30.1089,30.1892,30.1211,30.0986,30.2826,0.0244
7.29,24.3349,30.0556,30.1041,30.1748,30.1171,30.093,30.2427,0.0203
7.295,24.3481,30.0473,30.0816,30.0914,30.1109,30.0656,30.0345,0.0177
7.3,24.3651,30.0547,30.1021,30.1622,30.1158,30.09,30.2138,0.0188
7.305,24.38,30.0542,30.1,30.149,30.1152,30.0869,30.1745,0.0184
7.31,24.3958,30.0662,30.138,30.2855,30.1225,30.1327,30.5049,0.0184
7.315,24.4126,30.0683,30.1409,30.2812,30.1242,30.1351,30.4589,0.0196
7.32,24.4253,30.0623,30.127,30.2262,30.1193,30.1179,30.3048,0.0164
7.325,24.4448,30.0682,30.1367,30.2432,30.1243,30.1281,30.3265,0.02
7.33,24.4598,30.0687,30.1385,30.243,30.1241,30.1297,30.3154,0.0191
7.335,24.4743,30.0729,30.1539,30.2945,30.1262,30.148,30.4336,0.0178
7.34,24.4937,30.0773,30.1587,30.2909,30.1302,30.1521,30.396,0.0213
7.345,24.5118,30.0924,30.2013,30.4324,30.1402,30.2026,30.7215,0.0236
7.35,24.53,30.0914,30.1899,30.3639,30.1407,30.1866,30.5042,0.0263
7.355,24.5471,30.091,30.182,30.3139,30.1414,30.1753,30.3556,0.0285
7.36,24.566,30.0948,30.1852,30.3054,30.1449,30.1775,30.3214,0.0316
7.365,24.5872,30.0958,30.1737,30.2354,30.1478,30.1611,30.1341,0.0374
7.37,24.6023,30.0869,30.1446,30.1218,30.1421,30.125,29.8731,0.0367
7.375,24.6179,30.0818,30.1267,30.054,30.1388,30.1026,29.7449,0.0365
7.38,24.6299,30.0695,30.0931,29.94,30.1301,30.0621,29.5199,0.0331
7.385,24.6446,30.0632,30.0736,29.8774,30.1258,30.0385,29.4322,0.032
7.39,24.6614,30.0595,30.0581,29.8272,30.1239,30.0197,29.3737,0.0331
7.395,24.6773,30.0605,30.0605,29.8493,30.1244,30.023,29.4958,0.033
7.4,24.6873,30.0447,30.0212,29.7306,30.1125,29.9768,29.2717,0.0272
7.405,24.7062,30.0623,30.0713,29.9264,30.1243,30.0379,29.8129,0.0302
7.41,24.7237,30.0665,30.0803,29.9632,30.1273,30.0488,29.9165,0.0318
7.415,24.7387,30.0573,30.0509,29.8609,30.1215,30.0132,29.6746,0.0311
7.42,24.7534,30.061,30.0632,29.9189,30.1234,30.0288,29.8458,0.0306
7.425,24.77,30.0623,30.0646,29.9294,30.1244,30.0306,29.8804,0.0315
7.43,24.7853,30.057,30.0467,29.87,30.1211,30.009,29.7426,0.0313
7.435,24.8019,30.0593,30.0516,29.8961,30.1227,30.0153,29.8241,0.0321
7.44,24.8178,30.0604,30.0543,29.915,30.1233,30.0191,29.8809,0.0321
7.445,24.8291,30.0577,30.0547,29.9359,30.1198,30.0209,29.9476,0.0277
7.45,24.8486,30.0625,30.061,29.9557,30.1241,30.0281,29.9856,0.0314
7.455,24.8619,30.0541,30.0358,29.8704,30.1186,29.998,29.7753,0.0301
7.46,24.8785,30.0583,30.0462,29.9154,30.1215,30.0108,29.8969,0.0313
7.465,24.8955,30.0636,30.06,29.9711,30.1251,30.0279,30.0334,0.0324
7.47,24.9114,30.0685,30.0744,30.0283,30.1281,30.0457,30.1632,0.0328
7.475,24.9273,30.072,30.0846,30.0678,30.1301,30.0583,30.2394,0.0329
7.48,24.9462,30.0786,30.0979,30.1082,30.1353,30.0738,30.3051,0.0361
7.485,24.9622,30.0751,30.0848,30.056,30.1333,30.0576,30.1471,0.0364
7.49,24.9781,30.0776,30.0918,30.0823,30.1348,30.0662,30.1979,0.0364
7.495,24.9938,30.0748,30.0816,30.0436,30.133,30.0539,30.086,0.0364
7.5,25.0051,30.059,30.0387,29.8955,30.1219,30.0025,29.7266,0.0322
7.505,25.0237,30.0616,30.0389,29.8953,30.1246,30.0025,29.7438,0.0355
7.51,25.0429,30.0638,30.0374,29.8887,30.1272,30.0005,29.7424,0.0389
7.515,25.0563,30.0671,30.0532,29.963,30.1282,30.0209,29.9518,0.0365
7.52,25.0754,30.0697,30.0532,29.9587,30.131,30.0206,29.9353,0.0398
7.525,25.0933,30.0734,30.06,29.9837,30.134,30.0289,29.9953,0.0419
7.53,25.1027,30.0693,30.0601,30.0052,30.1289,30.0308,30.0607,0.0356
7.535,25.1197,30.0723,30.0662,30.0265,30.1312,30.0381,30.1015,0.0369
7.54,25.1358,30.0807,30.0922,30.1244,30.1363,30.07,30.3293,0.0372
7.545,25.1525,30.0869,30.1098,30.1845,30.1403,30.0913,30.4438,0.038
7.55,25.1717,30.1033,30.1545,30.3355,30.1514,30.1448,30.7666,0.0415
7.555,25.1849,30.109,30.1777,30.416,30.1537,30.1731,30.9052,0.0388
7.56,25.1979,30.1068,30.1751,30.3954,30.1513,30.1695,30.7874,0.0362
7.565,25.2148,30.111,30.1844,30.4104,30.1543,30.1797,30.7623,0.0375
7.57,25.2296,30.1161,30.2021,30.4625,30.1569,30.2006,30.8396,0.0364
7.575,25.2485,30.1217,30.2107,30.4656,30.1616,30.2092,30.7827,0.0399
7.58,25.2633,30.1219,30.2121,30.4542,30.1614,30.2099,30.7096,0.0388
7.585,25.2786,30.1207,30.2067,30.4159,30.1606,30.2022,30.5778,0.0387
7.59,25.2964,30.1181,30.1889,30.324,30.1605,30.1788,30.3209,0.042
7.595,25.3102,30.1175,30.1875,30.3094,30.1598,30.1763,30.2876,0.0412
7.6,25.3252,30.1101,30.1632,30.21,30.1552,30.1461,30.0489,0.0405
7.605,25.3429,30.1142,30.1704,30.2257,30.1584,30.1539,30.1068,0.0426
7.61,25.3603,30.1105,30.1525,30.1475,30.157,30.1311,29.9288,0.0445
7.615,25.3711,30.0985,30.1205,30.0363,30.1484,30.0926,29.698,0.0407
7.62,25.3861,30.1025,30.1331,30.0877,30.1506,30.108,29.8752,0.0405
7.625,25.4003,30.1051,30.1444,30.1352,30.1514,30.122,30.0271,0.0388
7.63,25.4155,30.1071,30.1508,30.1591,30.1523,30.1297,30.1032,0.0382
7.635,25.4338,30.0987,30.1165,30.021,30.1485,30.0869,29.7677,0.0407
7.64,25.4516,30.0957,30.101,29.9621,30.1474,30.0676,29.657,0.0427
7.645,25.4635,30.0802,30.0557,29.8077,30.1372,30.0132,29.3311,0.0399
7.65,25.4826,30.0931,30.0898,29.9408,30.146,30.0548,29.721,0.0431
7.655,25.4919,30.0822,30.0648,29.8694,30.1375,30.0258,29.5907,0.0381
7.66,25.5058,30.0815,30.0659,29.8898,30.1362,30.0281,29.6868,0.0362
7.665,25.5194,30.0693,30.0285,29.7642,30.1285,29.9833,29.4127,0.0348
7.67,25.5339,30.0796,30.064,29.9155,30.134,30.0277,29.8385,0.0338
7.675,25.5538,30.0822,30.0614,29.902,30.1374,30.0241,29.8065,0.0383
7.68,25.5654,30.0705,30.032,29.8124,30.1288,29.9896,29.6111,0.0342
7.685,25.5832,30.0671,30.0155,29.7586,30.1275,29.9699,29.5051,0.0362
7.69,25.5991,30.074,30.0355,29.8468,30.1319,29.995,29.7568,0.0371
7.695,25.6165,30.0717,30.0237,29.8096,30.1312,29.9811,29.6755,0.0388
7.7,25.6302,30.075,30.0365,29.8736,30.1326,29.9978,29.8546,0.0377
7.705,25.6463,30.0757,30.0377,29.8871,30.1331,29.9999,29.89,0.038
