t_s,x_true_m,y_true_m,z_true_m,x_ekf_m,y_ekf_m,z_ekf_m,xy_error_m
1.73,-0.323,0.3932,0.9999,-0.2589,0.4176,1.0003,0.0555
1.735,-0.3229,0.3932,0.9999,-0.2589,0.4179,1.0001,0.0555
1.74,-0.3229,0.3933,0.9999,-0.2588,0.418,0.9998,0.0554
1.745,-0.3228,0.3934,0.9999,-0.2588,0.4181,0.9998,0.0554
1.75,-0.3227,0.3935,0.9998,-0.2588,0.4181,1.0,0.0554
1.755,-0.3226,0.3935,0.9998,-0.2589,0.4181,1.0,0.0553
1.76,-0.3226,0.3936,0.9998,-0.2591,0.4183,1.0,0.0553
1.765,-0.3225,0.3937,0.9998,-0.2593,0.4183,1.0,0.0552
1.77,-0.3224,0.3938,0.9998,-0.2593,0.4181,0.9998,0.0552
1.775,-0.3223,0.3938,0.9998,-0.2594,0.4182,0.9995,0.0551
1.78,-0.3222,0.3939,0.9998,-0.2593,0.4184,0.9993,0.0551
1.785,-0.3222,0.394,0.9998,-0.2592,0.4184,0.9993,0.055
1.79,-0.3221,0.3941,0.9998,-0.2594,0.4186,0.9991,0.055
1.795,-0.322,0.3941,0.9998,-0.2593,0.4187,0.9993,0.0549
1.8,-0.3219,0.3942,0.9998,-0.2593,0.4186,0.9992,0.0549
1.805,-0.3218,0.3943,0.9998,-0.2592,0.4186,0.999,0.0548
1.81,-0.3217,0.3944,0.9999,-0.259,0.4186,0.9989,0.0548
1.815,-0.3216,0.3944,0.9999,-0.259,0.4189,0.999,0.0547
1.82,-0.3215,0.3945,0.9999,-0.2587,0.4189,0.9992,0.0546
1.825,-0.3214,0.3946,0.9999,-0.2584,0.4188,0.9993,0.0546
1.83,-0.3213,0.3947,0.9999,-0.2581,0.4189,0.9992,0.0545
1.835,-0.3212,0.3947,1.0,-0.258,0.4188,0.9996,0.0544
1.84,-0.3211,0.3948,1.0,-0.258,0.419,0.9997,0.0544
1.845,-0.321,0.3949,1.0,-0.2582,0.419,0.9994,0.0543
1.85,-0.3209,0.395,1.0,-0.2583,0.4191,0.9999,0.0542
1.855,-0.3208,0.395,1.0001,-0.2583,0.4193,1.0001,0.0542
1.86,-0.3207,0.3951,1.0001,-0.2582,0.4195,0.9999,0.0541
1.865,-0.3206,0.3952,1.0001,-0.2582,0.4195,0.9998,0.054
1.87,-0.3205,0.3953,1.0001,-0.2582,0.4194,1.0,0.054
1.875,-0.3204,0.3953,1.0002,-0.2584,0.4197,0.9999,0.0539
1.88,-0.3203,0.3954,1.0002,-0.2583,0.4197,0.9999,0.0538
1.885,-0.3201,0.3955,1.0002,-0.2584,0.4198,1.0001,0.0538
1.89,-0.32,0.3956,1.0002,-0.2583,0.42,1.0003,0.0537
1.895,-0.3199,0.3956,1.0002,-0.2582,0.4201,1.0004,0.0536
1.9,-0.3198,0.3957,1.0003,-0.2579,0.4201,1.0006,0.0535
1.905,-0.3197,0.3958,1.0003,-0.2577,0.4201,1.001,0.0534
1.91,-0.3196,0.3959,1.0003,-0.2574,0.4203,1.0013,0.0534
1.915,-0.3194,0.396,1.0003,-0.2574,0.4204,1.0013,0.0533
1.92,-0.3193,0.396,1.0003,-0.2574,0.4205,1.0011,0.0532
1.925,-0.3192,0.3961,1.0003,-0.2573,0.4205,1.001,0.0531
1.93,-0.3191,0.3962,1.0003,-0.2573,0.4204,1.0013,0.053
1.935,-0.3189,0.3963,1.0003,-0.2573,0.4205,1.0012,0.053
1.94,-0.3188,0.3963,1.0003,-0.2574,0.4205,1.0012,0.0529
1.945,-0.3187,0.3964,1.0003,-0.2575,0.4205,1.0011,0.0528
1.95,-0.3185,0.3965,1.0002,-0.2576,0.4204,1.0009,0.0527
1.955,-0.3184,0.3966,1.0002,-0.2575,0.4205,1.0006,0.0526
1.96,-0.3183,0.3966,1.0002,-0.2573,0.4204,1.0006,0.0525
1.965,-0.3182,0.3967,1.0001,-0.2573,0.4203,1.0007,0.0525
1.97,-0.318,0.3968,1.0001,-0.2572,0.4205,1.0008,0.0524
1.975,-0.3179,0.3969,1.0001,-0.2572,0.4205,1.0006,0.0523
1.98,-0.3177,0.3969,1.0,-0.257,0.4205,1.0008,0.0522
1.985,-0.3176,0.397,1.0,-0.2568,0.4207,1.0011,0.0521
1.99,-0.3175,0.3971,0.9999,-0.2568,0.4207,1.0011,0.052
1.995,-0.3173,0.3972,0.9999,-0.2567,0.4207,1.0009,0.0519
2.0,-0.3172,0.3973,0.9998,-0.2566,0.4208,1.0009,0.0518
2.005,-0.317,0.3973,0.9997,-0.2564,0.4208,1.0009,0.0517
2.01,-0.3169,0.3974,0.9997,-0.2563,0.421,1.0012,0.0516
2.015,-0.3168,0.3975,0.9996,-0.2561,0.421,1.0012,0.0516
2.02,-0.3166,0.3976,0.9995,-0.2559,0.4212,1.0012,0.0515
2.025,-0.3165,0.3976,0.9994,-0.2559,0.4214,1.0015,0.0514
2.03,-0.3163,0.3977,0.9994,-0.2558,0.4215,1.0016,0.0513
2.035,-0.3162,0.3978,0.9993,-0.2555,0.4217,1.0014,0.0512
2.04,-0.316,0.3979,0.9992,-0.2554,0.4219,1.0015,0.0511
2.045,-0.3159,0.3979,0.9991,-0.2554,0.4219,1.0014,0.051
2.05,-0.3157,0.398,0.9991,-0.2554,0.422,1.0014,0.0509
2.055,-0.3156,0.3981,0.999,-0.2552,0.422,1.0011,0.0508
2.06,-0.3154,0.3982,0.9989,-0.2552,0.422,1.0012,0.0507
2.065,-0.3153,0.3982,0.9988,-0.255,0.4219,1.0011,0.0506
2.07,-0.3151,0.3983,0.9987,-0.2549,0.422,1.0013,0.0505
2.075,-0.3149,0.3984,0.9986,-0.2547,0.422,1.0013,0.0504
2.08,-0.3148,0.3985,0.9986,-0.2548,0.422,1.0014,0.0503
2.085,-0.3146,0.3986,0.9985,-0.2547,0.422,1.0013,0.0502
2.09,-0.3145,0.3986,0.9984,-0.2547,0.4217,1.0014,0.0501
2.095,-0.3143,0.3987,0.9983,-0.2544,0.4217,1.0014,0.05
2.1,-0.3142,0.3988,0.9982,-0.2544,0.4218,1.0012,0.0499
2.105,-0.314,0.3989,0.9981,-0.2543,0.4217,1.0012,0.0498
2.11,-0.3138,0.3989,0.9981,-0.2543,0.4215,1.0008,0.0497
2.115,-0.3137,0.399,0.998,-0.2542,0.4215,1.0007,0.0496
2.12,-0.3135,0.3991,0.9979,-0.2539,0.4215,1.0006,0.0495
2.125,-0.3133,0.3992,0.9978,-0.2539,0.4215,1.0006,0.0494
2.13,-0.3132,0.3992,0.9978,-0.2537,0.4215,1.0005,0.0493
2.135,-0.313,0.3993,0.9977,-0.2536,0.4217,1.0003,0.0492
2.14,-0.3128,0.3994,0.9976,-0.2534,0.4219,1.0002,0.0491
2.145,-0.3127,0.3995,0.9976,-0.2534,0.4219,1.0001,0.049
2.15,-0.3125,0.3995,0.9975,-0.2534,0.422,0.9998,0.0489
2.155,-0.3123,0.3996,0.9974,-0.2534,0.4221,0.9999,0.0488
2.16,-0.3122,0.3997,0.9974,-0.2535,0.4221,0.9996,0.0486
2.165,-0.312,0.3998,0.9973,-0.2534,0.422,0.9994,0.0485
2.17,-0.3118,0.3998,0.9973,-0.2533,0.4222,0.9991,0.0484
2.175,-0.3116,0.3999,0.9972,-0.2534,0.4224,0.9992,0.0483
2.18,-0.3115,0.4,0.9972,-0.2533,0.4225,0.9991,0.0482
2.185,-0.3113,0.4001,0.9972,-0.2531,0.4226,0.999,0.0481
2.19,-0.3111,0.4001,0.9971,-0.2529,0.4228,0.9989,0.048
2.195,-0.3109,0.4002,0.9971,-0.2529,0.4228,0.9986,0.0479
2.2,-0.3108,0.4003,0.9971,-0.2528,0.4229,0.9985,0.0478
2.205,-0.3106,0.4004,0.997,-0.2526,0.4228,0.9987,0.0477
2.21,-0.3104,0.4004,0.997,-0.2524,0.4228,0.9986,0.0476
2.215,-0.3102,0.4005,0.997,-0.2522,0.4227,0.9987,0.0475
2.22,-0.3101,0.4006,0.997,-0.252,0.4227,0.9986,0.0474
2.225,-0.3099,0.4006,0.997,-0.2517,0.4227,0.9988,0.0473
2.23,-0.3097,0.4007,0.997,-0.2516,0.4229,0.9989,0.0472
2.235,-0.3095,0.4008,0.997,-0.2513,0.4228,0.9988,0.0471
2.24,-0.3093,0.4009,0.997,-0.2514,0.4229,0.9988,0.0469
2.245,-0.3092,0.4009,0.997,-0.2513,0.4227,0.999,0.0468
2.25,-0.309,0.401,0.997,-0.2513,0.4226,0.9989,0.0467
2.255,-0.3088,0.4011,0.997,-0.2512,0.4225,0.9991,0.0466
2.26,-0.3086,0.4011,0.997,-0.2508,0.4224,0.9989,0.0465
2.265,-0.3084,0.4012,0.997,-0.2507,0.4223,0.9986,0.0464
2.27,-0.3082,0.4013,0.997,-0.2507,0.4223,0.9988,0.0463
2.275,-0.3081,0.4013,0.997,-0.2506,0.4221,0.9985,0.0462
2.28,-0.3079,0.4014,0.9971,-0.2504,0.4219,0.9986,0.0461
2.285,-0.3077,0.4015,0.9971,-0.2503,0.4217,0.9987,0.046
2.29,-0.3075,0.4015,0.9971,-0.2504,0.4217,0.9987,0.0459
2.295,-0.3073,0.4016,0.9971,-0.2503,0.4216,0.9986,0.0458
2.3,-0.3071,0.4017,0.9972,-0.2501,0.4218,0.9984,0.0456
2.305,-0.3069,0.4017,0.9972,-0.2501,0.4218,0.9985,0.0455
2.31,-0.3068,0.4018,0.9972,-0.2498,0.4218,0.9984,0.0454
2.315,-0.3066,0.4018,0.9973,-0.2498,0.422,0.9984,0.0453
2.32,-0.3064,0.4019,0.9973,-0.2495,0.4222,0.9981,0.0452
2.325,-0.3062,0.402,0.9973,-0.2494,0.4223,0.9979,0.0451
2.33,-0.306,0.402,0.9974,-0.2494,0.4226,0.9977,0.045
2.335,-0.3058,0.4021,0.9974,-0.2492,0.4228,0.9977,0.0449
2.34,-0.3056,0.4021,0.9974,-0.2492,0.4229,0.9976,0.0448
2.345,-0.3054,0.4022,0.9975,-0.2491,0.423,0.9976,0.0447
2.35,-0.3052,0.4023,0.9975,-0.249,0.423,0.9975,0.0446
2.355,-0.3051,0.4023,0.9976,-0.2488,0.4229,0.9976,0.0444
2.36,-0.3049,0.4024,0.9976,-0.2486,0.423,0.9975,0.0443
2.365,-0.3047,0.4024,0.9977,-0.2485,0.423,0.9974,0.0442
2.37,-0.3045,0.4025,0.9977,-0.2485,0.4231,0.9972,0.0441
2.375,-0.3043,0.4025,0.9978,-0.2483,0.423,0.9973,0.044
2.38,-0.3041,0.4026,0.9978,-0.2483,0.4229,0.9971,0.0439
2.385,-0.3039,0.4026,0.9979,-0.2482,0.4227,0.9971,0.0438
2.39,-0.3037,0.4027,0.9979,-0.2483,0.4226,0.9971,0.0437
2.395,-0.3035,0.4028,0.998,-0.2481,0.4225,0.9972,0.0436
2.4,-0.3033,0.4028,0.9981,-0.248,0.4226,0.9969,0.0435
2.405,-0.3031,0.4029,0.9981,-0.2478,0.4226,0.9969,0.0434
2.41,-0.303,0.4029,0.9982,-0.2475,0.4225,0.997,0.0432
2.415,-0.3028,0.403,0.9983,-0.2473,0.4225,0.9969,0.0431
2.42,-0.3026,0.403,0.9983,-0.2471,0.4224,0.997,0.043
2.425,-0.3024,0.4031,0.9984,-0.2468,0.4226,0.9969,0.0429
2.43,-0.3022,0.4031,0.9985,-0.2465,0.4226,0.997,0.0428
2.435,-0.302,0.4032,0.9985,-0.2463,0.4225,0.997,0.0427
2.44,-0.3018,0.4032,0.9986,-0.2461,0.4226,0.9968,0.0426
2.445,-0.3016,0.4032,0.9987,-0.2458,0.4229,0.9969,0.0425
2.45,-0.3014,0.4033,0.9988,-0.2456,0.423,0.9969,0.0424
2.455,-0.3012,0.4033,0.9988,-0.2455,0.423,0.9969,0.0423
2.46,-0.301,0.4034,0.9989,-0.2455,0.423,0.9973,0.0422
2.465,-0.3008,0.4034,0.999,-0.2454,0.423,0.9974,0.0421
2.47,-0.3006,0.4035,0.9991,-0.2452,0.423,0.9974,0.042
2.475,-0.3004,0.4035,0.9992,-0.2451,0.423,0.9976,0.0418
2.48,-0.3002,0.4035,0.9992,-0.2451,0.423,0.9976,0.0417
2.485,-0.3001,0.4036,0.9993,-0.245,0.4228,0.998,0.0416
2.49,-0.2999,0.4036,0.9994,-0.2448,0.4229,0.9981,0.0415
2.495,-0.2997,0.4037,0.9995,-0.2449,0.4228,0.9983,0.0414
2.5,-0.2995,0.4037,0.9996,-0.2447,0.4229,0.9983,0.0413
2.505,-0.2993,0.4037,0.9997,-0.2445,0.4228,0.9984,0.0412
2.51,-0.2991,0.4038,0.9997,-0.2445,0.4228,0.9983,0.0411
2.515,-0.2989,0.4038,0.9998,-0.2441,0.423,0.9985,0.041
2.52,-0.2987,0.4038,0.9999,-0.244,0.4229,0.9983,0.0409
2.525,-0.2985,0.4039,1.0,-0.2438,0.423,0.9985,0.0408
2.53,-0.2983,0.4039,1.0,-0.2435,0.4228,0.9984,0.0407
2.535,-0.2981,0.4039,1.0001,-0.2433,0.4228,0.9986,0.0406
2.54,-0.2979,0.404,1.0002,-0.2431,0.4228,0.999,0.0405
2.545,-0.2977,0.404,1.0002,-0.2428,0.4227,0.9988,0.0404
2.55,-0.2975,0.404,1.0003,-0.2425,0.4227,0.9991,0.0403
2.555,-0.2973,0.4041,1.0003,-0.2423,0.4228,0.9992,0.0401
2.56,-0.2971,0.4041,1.0004,-0.2422,0.4228,0.9992,0.04
2.565,-0.2969,0.4041,1.0004,-0.2419,0.4228,0.9993,0.0399
2.57,-0.2968,0.4042,1.0004,-0.2418,0.423,0.9994,0.0398
2.575,-0.2966,0.4042,1.0005,-0.2416,0.4232,0.9994,0.0397
2.58,-0.2964,0.4042,1.0005,-0.2416,0.4232,0.9994,0.0396
2.585,-0.2962,0.4042,1.0005,-0.2417,0.4233,0.9993,0.0395
2.59,-0.296,0.4043,1.0005,-0.2417,0.4233,0.9994,0.0394
2.595,-0.2958,0.4043,1.0006,-0.2418,0.4231,0.9992,0.0393
2.6,-0.2956,0.4043,1.0006,-0.242,0.4231,0.999,0.0392
2.605,-0.2954,0.4043,1.0006,-0.242,0.423,0.999,0.0391
2.61,-0.2952,0.4043,1.0006,-0.2418,0.423,0.999,0.039
2.615,-0.295,0.4044,1.0006,-0.2418,0.4231,0.9992,0.0389
2.62,-0.2948,0.4044,1.0006,-0.2417,0.4232,0.9991,0.0388
2.625,-0.2946,0.4044,1.0005,-0.2415,0.4231,0.9991,0.0387
2.63,-0.2944,0.4044,1.0005,-0.2412,0.4232,0.9991,0.0386
2.635,-0.2942,0.4044,1.0005,-0.241,0.4232,0.9988,0.0385
2.64,-0.294,0.4045,1.0005,-0.2404,0.4233,0.9987,0.0384
2.645,-0.2939,0.4045,1.0005,-0.2402,0.4232,0.9989,0.0383
2.65,-0.2937,0.4045,1.0004,-0.2398,0.4233,0.9991,0.0382
2.655,-0.2935,0.4045,1.0004,-0.2396,0.4233,0.9992,0.0381
2.66,-0.2933,0.4045,1.0004,-0.2395,0.4234,0.9993,0.038
2.665,-0.2931,0.4045,1.0004,-0.2395,0.4234,0.9993,0.0379
2.67,-0.2929,0.4045,1.0003,-0.2394,0.4235,0.9996,0.0378
2.675,-0.2927,0.4046,1.0003,-0.2394,0.4235,0.9996,0.0377
2.68,-0.2925,0.4046,1.0003,-0.2393,0.4234,0.9998,0.0376
2.685,-0.2923,0.4046,1.0002,-0.239,0.4233,0.9997,0.0375
2.69,-0.2921,0.4046,1.0002,-0.2389,0.4231,0.9998,0.0374
2.695,-0.292,0.4046,1.0002,-0.239,0.4231,1.0,0.0373
2.7,-0.2918,0.4046,1.0001,-0.2389,0.4232,0.9999,0.0372
2.705,-0.2916,0.4046,1.0001,-0.2388,0.4231,1.0,0.0371
2.71,-0.2914,0.4046,1.0001,-0.2387,0.4231,0.9999,0.037
2.715,-0.2912,0.4046,1.0,-0.2387,0.4231,0.9999,0.0369
2.72,-0.291,0.4046,1.0,-0.2386,0.4234,1.0002,0.0368
2.725,-0.2908,0.4046,1.0,-0.2382,0.4236,1.0002,0.0367
2.73,-0.2906,0.4046,0.9999,-0.238,0.4238,1.0001,0.0366
2.735,-0.2904,0.4046,0.9999,-0.2378,0.4239,1.0001,0.0365
2.74,-0.2903,0.4046,0.9999,-0.2375,0.424,1.0005,0.0364
2.745,-0.2901,0.4046,0.9998,-0.2372,0.4241,1.0005,0.0363
2.75,-0.2899,0.4046,0.9998,-0.237,0.4243,1.0001,0.0362
2.755,-0.2897,0.4046,0.9998,-0.2368,0.4242,1.0,0.0361
2.76,-0.2895,0.4046,0.9998,-0.2369,0.4243,1.0001,0.036
2.765,-0.2893,0.4046,0.9997,-0.2368,0.4241,1.0002,0.0359
2.77,-0.2891,0.4046,0.9997,-0.2368,0.4242,1.0001,0.0358
2.775,-0.289,0.4046,0.9997,-0.2368,0.4243,0.9999,0.0357
2.78,-0.2888,0.4046,0.9996,-0.2367,0.4245,1.0,0.0356
2.785,-0.2886,0.4046,0.9996,-0.2368,0.4243,1.0,0.0355
2.79,-0.2884,0.4046,0.9996,-0.2368,0.424,0.9997,0.0354
2.795,-0.2882,0.4046,0.9996,-0.2367,0.424,0.9995,0.0353
2.8,-0.288,0.4046,0.9995,-0.2368,0.424,0.9995,0.0352
2.805,-0.2879,0.4046,0.9995,-0.2366,0.424,0.9998,0.0351
2.81,-0.2877,0.4046,0.9995,-0.2365,0.424,0.9997,0.035
2.815,-0.2875,0.4046,0.9995,-0.2363,0.424,0.9998,0.0349
2.82,-0.2873,0.4046,0.9994,-0.2362,0.4239,0.9998,0.0348
2.825,-0.2871,0.4046,0.9994,-0.2359,0.4239,1.0,0.0348
2.83,-0.287,0.4045,0.9994,-0.2358,0.424,0.9998,0.0347
2.835,-0.2868,0.4045,0.9994,-0.2355,0.4239,0.9999,0.0346
2.84,-0.2866,0.4045,0.9994,-0.2353,0.424,0.9999,0.0345
2.845,-0.2864,0.4045,0.9994,-0.2352,0.4239,0.9998,0.0344
2.85,-0.2863,0.4045,0.9994,-0.2351,0.4236,0.9998,0.0343
2.855,-0.2861,0.4045,0.9993,-0.235,0.4235,0.9999,0.0342
2.86,-0.2859,0.4045,0.9993,-0.235,0.4234,0.9997,0.0341
2.865,-0.2857,0.4045,0.9993,-0.2349,0.4233,0.9998,0.034
2.87,-0.2856,0.4044,0.9993,-0.2348,0.4234,0.9996,0.034
2.875,-0.2854,0.4044,0.9993,-0.2346,0.4234,0.9996,0.0339
2.88,-0.2852,0.4044,0.9993,-0.2346,0.4231,0.9995,0.0338
2.885,-0.285,0.4044,0.9993,-0.2346,0.423,0.9999,0.0337
2.89,-0.2849,0.4044,0.9993,-0.2346,0.4229,1.0,0.0336
2.895,-0.2847,0.4044,0.9993,-0.2346,0.4231,1.0002,0.0335
2.9,-0.2845,0.4044,0.9993,-0.2344,0.423,0.9998,0.0334
2.905,-0.2844,0.4043,0.9992,-0.2343,0.423,0.9998,0.0333
2.91,-0.2842,0.4043,0.9992,-0.2342,0.423,0.9999,0.0333
2.915,-0.284,0.4043,0.9992,-0.234,0.423,0.9999,0.0332
2.92,-0.2839,0.4043,0.9992,-0.2337,0.4228,1.0002,0.0331
2.925,-0.2837,0.4043,0.9992,-0.2336,0.4227,1.0001,0.033
2.93,-0.2835,0.4042,0.9992,-0.2334,0.4226,1.0,0.0329
2.935,-0.2834,0.4042,0.9992,-0.2334,0.4228,1.0,0.0328
2.94,-0.2832,0.4042,0.9991,-0.2333,0.4228,1.0,0.0328
2.945,-0.283,0.4042,0.9991,-0.2331,0.4227,1.0,0.0327
2.95,-0.2829,0.4041,0.9991,-0.2329,0.4227,1.0,0.0326
2.955,-0.2827,0.4041,0.9991,-0.2328,0.4227,1.0,0.0325
2.96,-0.2825,0.4041,0.999,-0.2326,0.4228,0.9998,0.0324
2.965,-0.2824,0.4041,0.999,-0.2325,0.4228,0.9998,0.0324
2.97,-0.2822,0.4041,0.999,-0.2324,0.4228,0.9995,0.0323
2.975,-0.2821,0.404,0.999,-0.2322,0.4226,0.9994,0.0322
2.98,-0.2819,0.404,0.9989,-0.2322,0.4225,0.9994,0.0321
2.985,-0.2817,0.404,0.9989,-0.2323,0.4223,0.9993,0.032
2.99,-0.2816,0.4039,0.9989,-0.2323,0.4222,0.9995,0.032
2.995,-0.2814,0.4039,0.9988,-0.2324,0.422,0.9995,0.0319
3.0,-0.2813,0.4039,0.9988,-0.2324,0.4218,0.9992,0.0318
3.005,-0.2811,0.4039,0.9988,-0.2325,0.4216,0.9989,0.0317
3.01,-0.281,0.4038,0.9987,-0.2323,0.4216,0.9989,0.0317
3.015,-0.2808,0.4038,0.9987,-0.2321,0.4215,0.9987,0.0316
3.02,-0.2807,0.4038,0.9987,-0.232,0.4216,0.9991,0.0315
3.025,-0.2805,0.4037,0.9987,-0.2321,0.4217,0.9989,0.0314
3.03,-0.2804,0.4037,0.9986,-0.232,0.4219,0.999,0.0314
3.035,-0.2802,0.4037,0.9986,-0.2318,0.4219,0.9991,0.0313
3.04,-0.2801,0.4036,0.9986,-0.2315,0.422,0.999,0.0312
3.045,-0.2799,0.4036,0.9985,-0.2313,0.422,0.9989,0.0311
3.05,-0.2798,0.4036,0.9985,-0.2311,0.4221,0.9989,0.0311
3.055,-0.2797,0.4035,0.9985,-0.231,0.4222,0.9988,0.031
3.06,-0.2795,0.4035,0.9985,-0.2308,0.4223,0.9987,0.0309
3.065,-0.2794,0.4035,0.9984,-0.2306,0.4223,0.9989,0.0308
3.07,-0.2792,0.4034,0.9984,-0.2305,0.4224,0.999,0.0308
3.075,-0.2791,0.4034,0.9984,-0.2304,0.4225,0.9992,0.0307
3.08,-0.279,0.4034,0.9984,-0.2303,0.4224,0.999,0.0306
3.085,-0.2788,0.4033,0.9984,-0.2301,0.422,0.9987,0.0306
3.09,-0.2787,0.4033,0.9983,-0.2299,0.4219,0.9989,0.0305
3.095,-0.2785,0.4032,0.9983,-0.2298,0.4217,0.9986,0.0304
3.1,-0.2784,0.4032,0.9983,-0.2298,0.4217,0.9986,0.0303
3.105,-0.2783,0.4032,0.9983,-0.2299,0.4216,0.9988,0.0303
3.11,-0.2781,0.4031,0.9983,-0.2299,0.4215,0.999,0.0302
3.115,-0.278,0.4031,0.9983,-0.2299,0.4213,0.999,0.0301
3.12,-0.2779,0.403,0.9983,-0.2299,0.4212,0.9988,0.0301
3.125,-0.2778,0.403,0.9982,-0.2299,0.4213,0.9989,0.03
3.13,-0.2776,0.403,0.9982,-0.2298,0.4213,0.9986,0.0299
3.135,-0.2775,0.4029,0.9982,-0.2298,0.4214,0.9986,0.0299
3.14,-0.2774,0.4029,0.9982,-0.2296,0.4216,0.9988,0.0298
3.145,-0.2773,0.4028,0.9982,-0.2295,0.4217,0.9987,0.0297
3.15,-0.2771,0.4028,0.9982,-0.2294,0.4218,0.9986,0.0297
3.155,-0.277,0.4028,0.9982,-0.2293,0.4218,0.9984,0.0296
3.16,-0.2769,0.4027,0.9982,-0.2291,0.4218,0.9983,0.0295
3.165,-0.2768,0.4027,0.9982,-0.229,0.4216,0.9982,0.0295
3.17,-0.2767,0.4026,0.9981,-0.2289,0.4216,0.9981,0.0294
3.175,-0.2765,0.4026,0.9981,-0.2287,0.4216,0.9982,0.0293
3.18,-0.2764,0.4025,0.9981,-0.2288,0.4213,0.9981,0.0293
3.185,-0.2763,0.4025,0.9981,-0.2288,0.4214,0.9982,0.0292
3.19,-0.2762,0.4024,0.9981,-0.2286,0.4214,0.9983,0.0291
3.195,-0.2761,0.4024,0.9981,-0.2287,0.4213,0.9983,0.0291
3.2,-0.276,0.4023,0.9981,-0.2288,0.4215,0.9983,0.029
3.205,-0.2759,0.4023,0.9981,-0.2287,0.4215,0.9984,0.0289
3.21,-0.2758,0.4023,0.9981,-0.2286,0.4215,0.9983,0.0289
3.215,-0.2757,0.4022,0.9981,-0.2284,0.4213,0.9983,0.0288
3.22,-0.2756,0.4022,0.9981,-0.2286,0.4214,0.9986,0.0287
3.225,-0.2755,0.4021,0.9981,-0.2287,0.4213,0.9985,0.0287
3.23,-0.2754,0.4021,0.9981,-0.2284,0.4211,0.9986,0.0286
3.235,-0.2753,0.402,0.9981,-0.2284,0.4211,0.9987,0.0286
3.24,-0.2752,0.402,0.9981,-0.2283,0.4209,0.9987,0.0285
3.245,-0.2751,0.4019,0.9981,-0.2282,0.421,0.9987,0.0284
3.25,-0.275,0.4019,0.9981,-0.2283,0.4209,0.9988,0.0284
3.255,-0.2749,0.4018,0.9981,-0.2282,0.4208,0.9987,0.0283
3.26,-0.2748,0.4018,0.998,-0.228,0.4208,0.9987,0.0282
3.265,-0.2747,0.4017,0.998,-0.2277,0.4207,0.9985,0.0282
3.27,-0.2746,0.4017,0.998,-0.2274,0.4207,0.9985,0.0281
3.275,-0.2745,0.4016,0.998,-0.2272,0.4208,0.9982,0.0281
3.28,-0.2744,0.4016,0.998,-0.227,0.4207,0.9979,0.028
3.285,-0.2744,0.4015,0.998,-0.2268,0.4207,0.998,0.0279
3.29,-0.2743,0.4015,0.998,-0.2268,0.4208,0.998,0.0279
3.295,-0.2742,0.4014,0.998,-0.2269,0.4207,0.998,0.0278
3.3,-0.2741,0.4014,0.998,-0.2269,0.4208,0.9979,0.0278
3.305,-0.274,0.4013,0.998,-0.2269,0.4209,0.9977,0.0277
3.31,-0.274,0.4013,0.998,-0.2271,0.421,0.9978,0.0276
3.315,-0.2739,0.4012,0.998,-0.2271,0.4211,0.9979,0.0276
3.32,-0.2738,0.4012,0.998,-0.227,0.421,0.998,0.0275
3.325,-0.2737,0.4011,0.998,-0.2269,0.4211,0.998,0.0275
3.33,-0.2737,0.4011,0.998,-0.2267,0.421,0.9979,0.0274
3.335,-0.2736,0.401,0.998,-0.2267,0.421,0.9981,0.0273
3.34,-0.2735,0.401,0.998,-0.2266,0.4207,0.9982,0.0273
3.345,-0.2735,0.4009,0.998,-0.2263,0.4205,0.9984,0.0272
3.35,-0.2734,0.4009,0.998,-0.2261,0.4204,0.9984,0.0272
3.355,-0.2733,0.4008,0.998,-0.226,0.4203,0.9987,0.0271
3.36,-0.2733,0.4008,0.998,-0.226,0.4201,0.9986,0.0271
3.365,-0.2732,0.4007,0.998,-0.2259,0.4199,0.9982,0.027
3.37,-0.2731,0.4006,0.9981,-0.226,0.42,0.9979,0.0269
3.375,-0.2731,0.4006,0.9981,-0.2261,0.4199,0.9978,0.0269
3.38,-0.273,0.4005,0.9981,-0.226,0.42,0.9977,0.0268
3.385,-0.273,0.4005,0.9981,-0.226,0.42,0.9975,0.0268
3.39,-0.2729,0.4004,0.9981,-0.2261,0.42,0.9974,0.0267
3.395,-0.2729,0.4004,0.9981,-0.2262,0.4201,0.9975,0.0267
3.4,-0.2728,0.4003,0.9981,-0.2263,0.4201,0.9974,0.0266
3.405,-0.2728,0.4003,0.9981,-0.2264,0.42,0.9977,0.0265
3.41,-0.2727,0.4002,0.9982,-0.2264,0.4201,0.9976,0.0265
3.415,-0.2727,0.4002,0.9982,-0.2263,0.4202,0.9978,0.0264
3.42,-0.2726,0.4001,0.9982,-0.2263,0.42,0.998,0.0264
3.425,-0.2726,0.4001,0.9982,-0.2264,0.4199,0.9981,0.0263
3.43,-0.2726,0.4,0.9982,-0.2262,0.42,0.9979,0.0263
3.435,-0.2725,0.4,0.9983,-0.2261,0.4201,0.9978,0.0262
3.44,-0.2725,0.3999,0.9983,-0.2261,0.4201,0.9976,0.0262
3.445,-0.2724,0.3998,0.9983,-0.2261,0.4201,0.9979,0.0261
3.45,-0.2724,0.3998,0.9983,-0.226,0.4198,0.998,0.026
3.455,-0.2724,0.3997,0.9983,-0.226,0.4196,0.9978,0.026
3.46,-0.2723,0.3997,0.9984,-0.226,0.4195,0.9978,0.0259
