t_s,z_true_m,z_ekf_m,z_setpoint_m,vz_m_s
17.215,1.6152,1.6144,1.6,0.0078
17.22,1.6153,1.6145,1.6,0.0079
17.225,1.6154,1.6146,1.6,0.008
17.23,1.6154,1.6146,1.6,0.0076
17.235,1.6155,1.6145,1.6,0.0069
17.24,1.6155,1.6147,1.6,0.0074
17.245,1.6156,1.6147,1.6,0.0069
17.25,1.6156,1.6146,1.6,0.0066
17.255,1.6157,1.6147,1.6,0.0064
17.26,1.6157,1.6149,1.6,0.0067
17.265,1.6157,1.615,1.6,0.0066
17.27,1.6158,1.6149,1.6,0.0058
17.275,1.6158,1.6147,1.6,0.0047
17.28,1.6159,1.6148,1.6,0.0049
17.285,1.6159,1.6151,1.6,0.0051
17.29,1.6159,1.6149,1.6,0.004
17.295,1.616,1.615,1.6,0.0039
17.3,1.616,1.6151,1.6,0.0038
17.305,1.616,1.6153,1.6,0.0037
17.31,1.6161,1.6152,1.6,0.0029
17.315,1.6161,1.6151,1.6,0.0022
17.32,1.6161,1.6154,1.6,0.0027
17.325,1.6161,1.6152,1.6,0.0015
17.33,1.6162,1.6155,1.6,0.002
17.335,1.6162,1.6156,1.6,0.0019
17.34,1.6162,1.6157,1.6,0.0018
17.345,1.6162,1.6158,1.6,0.0017
17.35,1.6163,1.6156,1.6,0.0006
17.355,1.6163,1.6157,1.6,0.0006
17.36,1.6163,1.6159,1.6,0.0008
17.365,1.6163,1.6159,1.6,0.0005
17.37,1.6163,1.6159,1.6,0.0003
17.375,1.6163,1.616,1.6,0.0004
17.38,1.6164,1.6161,1.6,0.0003
17.385,1.6164,1.6159,1.6,-0.0003
17.39,1.6164,1.6163,1.6,0.0005
17.395,1.6164,1.6162,1.6,-0.0
17.4,1.6164,1.6161,1.6,-0.0007
17.405,1.6164,1.6158,1.6,-0.0018
17.41,1.6164,1.6159,1.6,-0.0018
17.415,1.6164,1.6159,1.6,-0.002
17.42,1.6165,1.6158,1.6,-0.0027
17.425,1.6165,1.616,1.6,-0.0024
17.43,1.6165,1.6158,1.6,-0.0031
17.435,1.6165,1.6156,1.6,-0.0039
17.44,1.6165,1.6156,1.6,-0.0041
17.445,1.6165,1.6159,1.6,-0.0035
17.45,1.6165,1.616,1.6,-0.0034
17.455,1.6166,1.6162,1.6,-0.0029
17.46,1.6166,1.6161,1.6,-0.0036
17.465,1.6166,1.616,1.6,-0.0041
17.47,1.6166,1.6158,1.6,-0.0046
17.475,1.6166,1.6156,1.6,-0.0053
17.48,1.6167,1.6158,1.6,-0.0049
17.485,1.6167,1.6158,1.6,-0.0047
17.49,1.6167,1.6159,1.6,-0.0045
17.495,1.6167,1.6158,1.6,-0.0052
17.5,1.6168,1.6156,1.6,-0.0057
17.505,1.6168,1.6155,1.6,-0.0062
17.51,1.6168,1.6157,1.6,-0.0056
17.515,1.6169,1.6159,1.6,-0.0053
17.52,1.6169,1.6159,1.6,-0.0051
17.525,1.6169,1.6159,1.6,-0.0054
17.53,1.617,1.616,1.6,-0.005
17.535,1.617,1.6159,1.6,-0.0055
17.54,1.617,1.616,1.6,-0.0053
17.545,1.6171,1.6159,1.6,-0.0054
17.55,1.6171,1.6157,1.6,-0.006
17.555,1.6172,1.6158,1.6,-0.0059
17.56,1.6172,1.6159,1.6,-0.0053
17.565,1.6173,1.616,1.6,-0.0051
17.57,1.6173,1.6161,1.6,-0.0046
17.575,1.6174,1.6161,1.6,-0.0048
17.58,1.6174,1.6159,1.6,-0.0053
17.585,1.6175,1.6158,1.6,-0.0053
17.59,1.6175,1.6158,1.6,-0.0052
17.595,1.6176,1.6159,1.6,-0.0047
17.6,1.6177,1.616,1.6,-0.0042
17.605,1.6177,1.6158,1.6,-0.0044
17.61,1.6178,1.6158,1.6,-0.0043
17.615,1.6178,1.616,1.6,-0.0032
17.62,1.6179,1.6161,1.6,-0.0027
17.625,1.618,1.6161,1.6,-0.0025
17.63,1.618,1.6164,1.6,-0.0015
17.635,1.6181,1.6164,1.6,-0.0013
17.64,1.6182,1.6162,1.6,-0.0016
17.645,1.6182,1.6161,1.6,-0.0018
17.65,1.6183,1.6162,1.6,-0.0012
17.655,1.6184,1.6162,1.6,-0.0014
17.66,1.6185,1.6164,1.6,-0.0006
17.665,1.6185,1.6165,1.6,-0.0003
17.67,1.6186,1.6163,1.6,-0.0007
17.675,1.6187,1.6164,1.6,-0.0005
17.68,1.6187,1.6166,1.6,0.0002
17.685,1.6188,1.6166,1.6,0.0002
17.69,1.6188,1.6166,1.6,0.0002
17.695,1.6189,1.6168,1.6,0.0006
17.7,1.619,1.6169,1.6,0.001
17.705,1.619,1.6168,1.6,0.0006
17.71,1.6191,1.6168,1.6,0.0005
17.715,1.6191,1.6168,1.6,0.0004
17.72,1.6192,1.6171,1.6,0.0011
17.725,1.6192,1.6171,1.6,0.0012
17.73,1.6193,1.6172,1.6,0.0011
17.735,1.6193,1.6172,1.6,0.001
17.74,1.6194,1.6173,1.6,0.0012
17.745,1.6194,1.6174,1.6,0.0012
17.75,1.6195,1.6175,1.6,0.0014
17.755,1.6195,1.6174,1.6,0.0005
17.76,1.6195,1.6174,1.6,0.0002
17.765,1.6196,1.6177,1.6,0.0006
17.77,1.6196,1.6178,1.6,0.0007
17.775,1.6196,1.6179,1.6,0.0005
17.78,1.6197,1.6178,1.6,-0.0002
17.785,1.6197,1.6177,1.6,-0.0012
17.79,1.6197,1.6175,1.6,-0.0022
17.795,1.6197,1.6175,1.6,-0.0026
17.8,1.6197,1.6175,1.6,-0.0033
17.805,1.6198,1.6175,1.6,-0.0037
17.81,1.6198,1.6174,1.6,-0.0043
17.815,1.6198,1.6174,1.6,-0.0044
17.82,1.6198,1.6173,1.6,-0.0053
17.825,1.6198,1.6173,1.6,-0.0055
17.83,1.6198,1.6172,1.6,-0.0062
17.835,1.6198,1.6172,1.6,-0.0065
17.84,1.6198,1.6174,1.6,-0.0064
17.845,1.6198,1.6175,1.6,-0.0064
17.85,1.6198,1.6176,1.6,-0.0062
17.855,1.6198,1.6178,1.6,-0.0058
17.86,1.6198,1.618,1.6,-0.005
17.865,1.6198,1.6181,1.6,-0.005
17.87,1.6198,1.6181,1.6,-0.0051
17.875,1.6198,1.618,1.6,-0.0054
17.88,1.6198,1.6181,1.6,-0.0054
17.885,1.6197,1.6183,1.6,-0.0047
17.89,1.6197,1.6183,1.6,-0.0051
17.895,1.6197,1.6185,1.6,-0.0047
17.9,1.6197,1.6186,1.6,-0.0045
17.905,1.6197,1.6188,1.6,-0.004
17.91,1.6197,1.6189,1.6,-0.0039
17.915,1.6197,1.6191,1.6,-0.0033
17.92,1.6197,1.619,1.6,-0.0038
17.925,1.6196,1.619,1.6,-0.0038
17.93,1.6196,1.6192,1.6,-0.0036
17.935,1.6196,1.6192,1.6,-0.0039
17.94,1.6196,1.6191,1.6,-0.0042
17.945,1.6195,1.6193,1.6,-0.004
17.95,1.6195,1.6194,1.6,-0.0039
17.955,1.6195,1.6196,1.6,-0.004
17.96,1.6194,1.6196,1.6,-0.0045
17.965,1.6194,1.6194,1.6,-0.0055
17.97,1.6194,1.6193,1.6,-0.0062
17.975,1.6193,1.6194,1.6,-0.0064
17.98,1.6193,1.6191,1.6,-0.0077
17.985,1.6192,1.6192,1.6,-0.0079
17.99,1.6192,1.6193,1.6,-0.0079
17.995,1.6191,1.6195,1.6,-0.0077
18.0,1.6191,1.6195,1.6,-0.008
18.005,1.619,1.6193,1.6,-0.0088
18.01,1.619,1.6193,1.6,-0.0089
18.015,1.6189,1.6194,1.6,-0.0089
18.02,1.6189,1.6195,1.6,-0.0087
18.025,1.6188,1.6195,1.6,-0.009
18.03,1.6187,1.6194,1.6,-0.0095
18.035,1.6187,1.6194,1.6,-0.0094
18.04,1.6186,1.6195,1.6,-0.0093
18.045,1.6186,1.6196,1.6,-0.0092
18.05,1.6185,1.6197,1.6,-0.0088
18.055,1.6184,1.6196,1.6,-0.0091
18.06,1.6184,1.6196,1.6,-0.0092
18.065,1.6183,1.6193,1.6,-0.0101
18.07,1.6182,1.6196,1.6,-0.009
18.075,1.6181,1.6194,1.6,-0.0095
18.08,1.6181,1.6192,1.6,-0.0101
18.085,1.618,1.6192,1.6,-0.0102
18.09,1.6179,1.6192,1.6,-0.0105
18.095,1.6178,1.6188,1.6,-0.0117
18.1,1.6178,1.6188,1.6,-0.0119
18.105,1.6177,1.6187,1.6,-0.0122
18.11,1.6176,1.6186,1.6,-0.0124
18.115,1.6175,1.6185,1.6,-0.0125
18.12,1.6175,1.6184,1.6,-0.0124
18.125,1.6174,1.6185,1.6,-0.0121
18.13,1.6173,1.6184,1.6,-0.012
18.135,1.6172,1.6184,1.6,-0.0119
18.14,1.6171,1.6185,1.6,-0.0117
18.145,1.6171,1.6184,1.6,-0.0116
18.15,1.617,1.6184,1.6,-0.0117
18.155,1.6169,1.6178,1.6,-0.0133
18.16,1.6168,1.6178,1.6,-0.0132
18.165,1.6167,1.6175,1.6,-0.0143
18.17,1.6167,1.6175,1.6,-0.0142
18.175,1.6166,1.6174,1.6,-0.0143
18.18,1.6165,1.6171,1.6,-0.0148
18.185,1.6165,1.6169,1.6,-0.0152
18.19,1.6164,1.6168,1.6,-0.0154
18.195,1.6163,1.6165,1.6,-0.016
18.2,1.6162,1.6165,1.6,-0.0161
18.205,1.6162,1.6163,1.6,-0.0166
18.21,1.6161,1.6162,1.6,-0.0167
18.215,1.6161,1.6163,1.6,-0.0162
18.22,1.616,1.6158,1.6,-0.0173
18.225,1.6159,1.6156,1.6,-0.0176
18.23,1.6159,1.6156,1.6,-0.0173
18.235,1.6159,1.6152,1.6,-0.0179
18.24,1.6158,1.6151,1.6,-0.0177
18.245,1.6158,1.6151,1.6,-0.0171
18.25,1.6157,1.6147,1.6,-0.0178
18.255,1.6157,1.6147,1.6,-0.0172
18.26,1.6157,1.6148,1.6,-0.0164
18.265,1.6157,1.6148,1.6,-0.0158
18.27,1.6156,1.615,1.6,-0.0143
18.275,1.6156,1.6148,1.6,-0.0142
18.28,1.6156,1.6148,1.6,-0.0135
18.285,1.6156,1.6152,1.6,-0.0113
18.29,1.6156,1.6151,1.6,-0.0111
18.295,1.6156,1.6153,1.6,-0.0097
18.3,1.6156,1.6154,1.6,-0.0088
18.305,1.6156,1.6155,1.6,-0.0079
18.31,1.6156,1.6151,1.6,-0.0087
18.315,1.6157,1.615,1.6,-0.0087
18.32,1.6157,1.6153,1.6,-0.0074
18.325,1.6157,1.6152,1.6,-0.0075
18.33,1.6157,1.6152,1.6,-0.0072
18.335,1.6157,1.6149,1.6,-0.0077
18.34,1.6158,1.615,1.6,-0.007
18.345,1.6158,1.6148,1.6,-0.0075
18.35,1.6158,1.6148,1.6,-0.007
18.355,1.6158,1.6147,1.6,-0.007
18.36,1.6158,1.6148,1.6,-0.0062
18.365,1.6159,1.6149,1.6,-0.0057
18.37,1.6159,1.6147,1.6,-0.0058
18.375,1.6159,1.615,1.6,-0.0047
18.38,1.6159,1.6153,1.6,-0.0036
18.385,1.616,1.6153,1.6,-0.0032
18.39,1.616,1.6152,1.6,-0.0036
18.395,1.616,1.6152,1.6,-0.0031
18.4,1.616,1.6154,1.6,-0.0025
18.405,1.616,1.6153,1.6,-0.0027
18.41,1.6161,1.615,1.6,-0.0034
18.415,1.6161,1.615,1.6,-0.0035
18.42,1.6161,1.615,1.6,-0.0037
18.425,1.6161,1.6148,1.6,-0.0042
18.43,1.6161,1.6148,1.6,-0.0046
18.435,1.6161,1.6149,1.6,-0.0044
18.44,1.6161,1.6149,1.6,-0.0046
18.445,1.6161,1.6149,1.6,-0.0046
18.45,1.6161,1.6148,1.6,-0.0049
18.455,1.6161,1.6146,1.6,-0.0056
18.46,1.6161,1.6147,1.6,-0.0053
18.465,1.6161,1.6147,1.6,-0.0056
18.47,1.6161,1.6145,1.6,-0.0063
18.475,1.6161,1.6144,1.6,-0.0064
18.48,1.6161,1.6146,1.6,-0.0059
18.485,1.6161,1.6146,1.6,-0.0058
18.49,1.6161,1.6145,1.6,-0.0063
18.495,1.6161,1.6144,1.6,-0.0069
18.5,1.6161,1.6144,1.6,-0.0069
18.505,1.6161,1.6143,1.6,-0.0075
18.51,1.6161,1.6141,1.6,-0.0084
18.515,1.6161,1.6141,1.6,-0.0086
18.52,1.6161,1.614,1.6,-0.0088
18.525,1.6161,1.6139,1.6,-0.0092
18.53,1.616,1.6142,1.6,-0.0083
18.535,1.616,1.6144,1.6,-0.0077
18.54,1.616,1.6145,1.6,-0.0075
18.545,1.616,1.6146,1.6,-0.007
18.55,1.616,1.6148,1.6,-0.0065
18.555,1.616,1.6147,1.6,-0.0065
18.56,1.616,1.6151,1.6,-0.0054
18.565,1.616,1.6151,1.6,-0.0053
18.57,1.616,1.615,1.6,-0.0057
18.575,1.6159,1.6149,1.6,-0.0059
18.58,1.6159,1.615,1.6,-0.0057
18.585,1.6159,1.6152,1.6,-0.005
18.59,1.6159,1.6153,1.6,-0.0047
18.595,1.6159,1.6153,1.6,-0.0046
18.6,1.6159,1.6155,1.6,-0.004
18.605,1.6158,1.6154,1.6,-0.0043
18.61,1.6158,1.6155,1.6,-0.0039
18.615,1.6158,1.6156,1.6,-0.0037
18.62,1.6158,1.6156,1.6,-0.0037
18.625,1.6158,1.6156,1.6,-0.0037
18.63,1.6157,1.6155,1.6,-0.004
18.635,1.6157,1.6156,1.6,-0.0034
18.64,1.6157,1.6156,1.6,-0.0036
18.645,1.6156,1.6155,1.6,-0.0035
18.65,1.6156,1.6153,1.6,-0.0041
18.655,1.6156,1.6151,1.6,-0.0045
18.66,1.6155,1.6151,1.6,-0.0044
18.665,1.6155,1.6153,1.6,-0.0039
18.67,1.6154,1.6154,1.6,-0.0036
18.675,1.6154,1.6152,1.6,-0.0041
18.68,1.6153,1.6153,1.6,-0.0038
18.685,1.6153,1.6155,1.6,-0.0032
18.69,1.6152,1.6153,1.6,-0.0037
18.695,1.6151,1.6153,1.6,-0.0035
18.7,1.6151,1.6153,1.6,-0.0035
18.705,1.615,1.6154,1.6,-0.0033
18.71,1.6149,1.6154,1.6,-0.0032
18.715,1.6149,1.6152,1.6,-0.0036
18.72,1.6148,1.615,1.6,-0.0042
18.725,1.6147,1.6148,1.6,-0.0048
18.73,1.6146,1.6148,1.6,-0.0047
18.735,1.6146,1.6148,1.6,-0.0047
18.74,1.6145,1.6148,1.6,-0.0051
18.745,1.6144,1.6146,1.6,-0.0055
18.75,1.6143,1.6147,1.6,-0.0055
18.755,1.6142,1.6147,1.6,-0.0053
18.76,1.6141,1.6145,1.6,-0.0059
18.765,1.614,1.6143,1.6,-0.0066
18.77,1.6139,1.6143,1.6,-0.0067
18.775,1.6138,1.6143,1.6,-0.0066
18.78,1.6137,1.6145,1.6,-0.0059
18.785,1.6136,1.6144,1.6,-0.0063
18.79,1.6135,1.6145,1.6,-0.0062
18.795,1.6134,1.6144,1.6,-0.0064
18.8,1.6133,1.6145,1.6,-0.0059
18.805,1.6132,1.6144,1.6,-0.0061
18.81,1.6131,1.6146,1.6,-0.0056
18.815,1.613,1.6145,1.6,-0.0056
18.82,1.6129,1.6145,1.6,-0.0056
18.825,1.6128,1.6142,1.6,-0.0063
18.83,1.6126,1.6144,1.6,-0.0057
18.835,1.6125,1.6143,1.6,-0.006
18.84,1.6124,1.6144,1.6,-0.0057
18.845,1.6123,1.6144,1.6,-0.0059
18.85,1.6122,1.6141,1.6,-0.0067
18.855,1.6121,1.614,1.6,-0.007
18.86,1.6119,1.6139,1.6,-0.0074
18.865,1.6118,1.6137,1.6,-0.0079
18.87,1.6117,1.6136,1.6,-0.0083
18.875,1.6116,1.6135,1.6,-0.0086
18.88,1.6114,1.6133,1.6,-0.0089
18.885,1.6113,1.6133,1.6,-0.009
18.89,1.6112,1.6128,1.6,-0.0104
18.895,1.611,1.6127,1.6,-0.0106
18.9,1.6109,1.6124,1.6,-0.0116
18.905,1.6108,1.612,1.6,-0.0124
18.91,1.6107,1.6119,1.6,-0.0126
18.915,1.6105,1.6119,1.6,-0.0124
18.92,1.6104,1.612,1.6,-0.0118
18.925,1.6103,1.6118,1.6,-0.0121
18.93,1.6102,1.6117,1.6,-0.0121
18.935,1.61,1.6118,1.6,-0.0117
18.94,1.6099,1.6116,1.6,-0.012
18.945,1.6098,1.6116,1.6,-0.0117
18.95,1.6097,1.6113,1.6,-0.0123
18.955,1.6096,1.6113,1.6,-0.012
18.96,1.6095,1.611,1.6,-0.0126
18.965,1.6093,1.6109,1.6,-0.0125
18.97,1.6092,1.6107,1.6,-0.0127
18.975,1.6091,1.6107,1.6,-0.0124
18.98,1.609,1.6105,1.6,-0.0124
18.985,1.6089,1.6102,1.6,-0.0128
18.99,1.6088,1.6101,1.6,-0.0124
18.995,1.6087,1.6101,1.6,-0.012
19.0,1.6086,1.6102,1.6,-0.0108
19.005,1.6085,1.6103,1.6,-0.01
19.01,1.6085,1.6097,1.6,-0.0111
19.015,1.6084,1.6094,1.6,-0.0116
19.02,1.6083,1.6094,1.6,-0.011
19.025,1.6082,1.6092,1.6,-0.0108
19.03,1.6082,1.609,1.6,-0.0105
19.035,1.6081,1.609,1.6,-0.0099
19.04,1.608,1.6087,1.6,-0.01
19.045,1.608,1.6087,1.6,-0.0091
19.05,1.6079,1.6088,1.6,-0.0082
19.055,1.6078,1.6084,1.6,-0.0084
19.06,1.6078,1.6082,1.6,-0.0082
19.065,1.6077,1.6081,1.6,-0.0076
19.07,1.6077,1.6082,1.6,-0.0065
19.075,1.6076,1.608,1.6,-0.0062
19.08,1.6076,1.608,1.6,-0.0058
19.085,1.6076,1.6078,1.6,-0.0056
19.09,1.6075,1.6078,1.6,-0.0052
19.095,1.6075,1.6077,1.6,-0.0054
19.1,1.6075,1.6078,1.6,-0.0046
19.105,1.6074,1.6078,1.6,-0.0041
19.11,1.6074,1.6077,1.6,-0.004
19.115,1.6074,1.6079,1.6,-0.0028
19.12,1.6074,1.6078,1.6,-0.0027
19.125,1.6074,1.6078,1.6,-0.0024
19.13,1.6073,1.6078,1.6,-0.0018
19.135,1.6073,1.6077,1.6,-0.002
19.14,1.6073,1.6075,1.6,-0.0024
19.145,1.6073,1.6074,1.6,-0.0023
19.15,1.6073,1.6072,1.6,-0.0025
19.155,1.6073,1.6071,1.6,-0.0026
19.16,1.6072,1.6071,1.6,-0.0018
19.165,1.6072,1.6072,1.6,-0.0012
19.17,1.6072,1.6071,1.6,-0.0012
19.175,1.6072,1.6074,1.6,0.0004
19.18,1.6072,1.6075,1.6,0.0012
19.185,1.6072,1.6071,1.6,0.0004
19.19,1.6072,1.6068,1.6,-0.0001
19.195,1.6072,1.6068,1.6,0.0003
19.2,1.6072,1.607,1.6,0.0012
19.205,1.6072,1.607,1.6,0.0015
19.21,1.6071,1.6072,1.6,0.0025
19.215,1.6071,1.607,1.6,0.0023
19.22,1.6071,1.6069,1.6,0.0022
19.225,1.6071,1.607,1.6,0.0026
19.23,1.6071,1.6068,1.6,0.0022
19.235,1.6071,1.6071,1.6,0.0031
19.24,1.6071,1.6069,1.6,0.0029
19.245,1.6071,1.6068,1.6,0.0026
19.25,1.6071,1.6068,1.6,0.0026
19.255,1.6071,1.6064,1.6,0.0016
19.26,1.607,1.6066,1.6,0.0023
19.265,1.607,1.6066,1.6,0.0024
19.27,1.607,1.6065,1.6,0.0021
19.275,1.607,1.6065,1.6,0.0021
19.28,1.607,1.6066,1.6,0.0025
19.285,1.607,1.6068,1.6,0.003
19.29,1.6069,1.6065,1.6,0.0019
19.295,1.6069,1.6066,1.6,0.002
19.3,1.6069,1.6066,1.6,0.002
19.305,1.6069,1.6065,1.6,0.0016
19.31,1.6068,1.6066,1.6,0.0017
19.315,1.6068,1.6066,1.6,0.0018
19.32,1.6068,1.6065,1.6,0.0015
19.325,1.6068,1.6066,1.6,0.0017
19.33,1.6067,1.6069,1.6,0.0025
19.335,1.6067,1.6071,1.6,0.0032
19.34,1.6067,1.6072,1.6,0.0034
19.345,1.6066,1.6072,1.6,0.0031
19.35,1.6066,1.607,1.6,0.0025
19.355,1.6066,1.6072,1.6,0.003
19.36,1.6065,1.6071,1.6,0.0026
19.365,1.6065,1.6068,1.6,0.0017
19.37,1.6065,1.6068,1.6,0.0016
19.375,1.6064,1.6067,1.6,0.0013
19.38,1.6064,1.6069,1.6,0.0017
19.385,1.6063,1.6069,1.6,0.0018
19.39,1.6063,1.6067,1.6,0.0012
19.395,1.6062,1.6065,1.6,0.0007
19.4,1.6062,1.6066,1.6,0.0011
19.405,1.6062,1.6066,1.6,0.001
19.41,1.6061,1.6066,1.6,0.0012
19.415,1.6061,1.6068,1.6,0.0019
19.42,1.606,1.6069,1.6,0.0022
19.425,1.6059,1.6072,1.6,0.0029
19.43,1.6059,1.6071,1.6,0.0025
19.435,1.6058,1.6072,1.6,0.0026
19.44,1.6058,1.6069,1.6,0.0018
19.445,1.6057,1.6069,1.6,0.0016
19.45,1.6057,1.6068,1.6,0.0014
19.455,1.6056,1.6067,1.6,0.0008
19.46,1.6055,1.6065,1.6,0.0002
19.465,1.6055,1.6061,1.6,-0.0011
19.47,1.6054,1.6061,1.6,-0.0015
19.475,1.6054,1.6062,1.6,-0.0014
19.48,1.6053,1.6059,1.6,-0.0024
19.485,1.6052,1.6059,1.6,-0.0025
19.49,1.6052,1.6059,1.6,-0.0027
19.495,1.6051,1.6059,1.6,-0.0027
19.5,1.605,1.6057,1.6,-0.0035
19.505,1.605,1.606,1.6,-0.0027
19.51,1.6049,1.6059,1.6,-0.0031
19.515,1.6048,1.6056,1.6,-0.004
19.52,1.6048,1.6057,1.6,-0.0038
19.525,1.6047,1.6056,1.6,-0.0042
19.53,1.6047,1.6056,1.6,-0.0038
19.535,1.6046,1.6053,1.6,-0.0049
19.54,1.6046,1.6051,1.6,-0.0054
19.545,1.6045,1.605,1.6,-0.0052
19.55,1.6045,1.6049,1.6,-0.0054
19.555,1.6044,1.6049,1.6,-0.0048
19.56,1.6044,1.6048,1.6,-0.0048
19.565,1.6043,1.6047,1.6,-0.0048
19.57,1.6043,1.6046,1.6,-0.005
19.575,1.6043,1.6045,1.6,-0.0051
19.58,1.6042,1.6046,1.6,-0.0044
19.585,1.6042,1.6042,1.6,-0.0054
19.59,1.6042,1.6042,1.6,-0.0053
19.595,1.6042,1.6042,1.6,-0.0051
19.6,1.6041,1.6044,1.6,-0.0044
19.605,1.6041,1.6044,1.6,-0.0042
19.61,1.6041,1.6044,1.6,-0.0041
19.615,1.6041,1.6043,1.6,-0.0042
19.62,1.6041,1.6041,1.6,-0.0047
19.625,1.6041,1.604,1.6,-0.005
19.63,1.6041,1.6041,1.6,-0.0045
19.635,1.6041,1.604,1.6,-0.0045
19.64,1.6041,1.604,1.6,-0.0045
19.645,1.6041,1.6038,1.6,-0.0049
19.65,1.6041,1.6038,1.6,-0.0047
19.655,1.6042,1.6038,1.6,-0.0045
19.66,1.6042,1.6037,1.6,-0.0046
19.665,1.6042,1.6035,1.6,-0.0048
19.67,1.6042,1.6033,1.6,-0.0051
19.675,1.6043,1.6033,1.6,-0.0049
19.68,1.6043,1.6033,1.6,-0.0044
19.685,1.6043,1.6033,1.6,-0.0041
19.69,1.6044,1.6032,1.6,-0.0044
19.695,1.6044,1.6035,1.6,-0.0029
19.7,1.6045,1.6037,1.6,-0.0021
19.705,1.6045,1.6037,1.6,-0.0018
19.71,1.6046,1.6039,1.6,-0.0007
19.715,1.6047,1.6038,1.6,-0.0003
19.72,1.6047,1.604,1.6,0.0005
19.725,1.6048,1.6041,1.6,0.0014
19.73,1.6049,1.6042,1.6,0.002
19.735,1.6049,1.6044,1.6,0.0032
19.74,1.605,1.6044,1.6,0.0037
19.745,1.6051,1.6044,1.6,0.0038
19.75,1.6052,1.6044,1.6,0.0043
19.755,1.6052,1.6045,1.6,0.0047
19.76,1.6053,1.6046,1.6,0.0054
19.765,1.6054,1.6044,1.6,0.0051
19.77,1.6055,1.6046,1.6,0.0058
19.775,1.6055,1.6046,1.6,0.0061
19.78,1.6056,1.6046,1.6,0.0064
19.785,1.6057,1.6047,1.6,0.0068
19.79,1.6058,1.6045,1.6,0.0061
19.795,1.6058,1.6045,1.6,0.0063
19.8,1.6059,1.6046,1.6,0.0067
19.805,1.606,1.6047,1.6,0.0068
19.81,1.606,1.605,1.6,0.0078
19.815,1.6061,1.6051,1.6,0.0079
19.82,1.6062,1.6055,1.6,0.009
19.825,1.6062,1.6056,1.6,0.0091
19.83,1.6063,1.6053,1.6,0.0079
19.835,1.6063,1.6055,1.6,0.0083
19.84,1.6064,1.6054,1.6,0.0074
19.845,1.6064,1.6055,1.6,0.0074
19.85,1.6065,1.6054,1.6,0.0064
19.855,1.6065,1.6055,1.6,0.0062
19.86,1.6065,1.6057,1.6,0.0067
19.865,1.6066,1.6059,1.6,0.0067
19.87,1.6066,1.6057,1.6,0.0057
19.875,1.6066,1.6059,1.6,0.0058
19.88,1.6067,1.6059,1.6,0.0053
19.885,1.6067,1.6058,1.6,0.0047
19.89,1.6067,1.6059,1.6,0.0045
19.895,1.6067,1.606,1.6,0.0044
19.9,1.6068,1.6061,1.6,0.0046
19.905,1.6068,1.6064,1.6,0.0051
19.91,1.6068,1.6063,1.6,0.0045
19.915,1.6068,1.6061,1.6,0.0034
19.92,1.6068,1.6062,1.6,0.0035
19.925,1.6068,1.6061,1.6,0.0027
19.93,1.6068,1.6062,1.6,0.0029
19.935,1.6068,1.6064,1.6,0.0031
19.94,1.6068,1.6063,1.6,0.0024
19.945,1.6068,1.6062,1.6,0.0017
19.95,1.6068,1.6063,1.6,0.0016
19.955,1.6068,1.6066,1.6,0.0021
19.96,1.6068,1.6068,1.6,0.0022
19.965,1.6068,1.6069,1.6,0.0019
19.97,1.6067,1.6068,1.6,0.0013
19.975,1.6067,1.6068,1.6,0.0007
19.98,1.6067,1.6066,1.6,-0.0
19.985,1.6067,1.6066,1.6,-0.0006
19.99,1.6067,1.6066,1.6,-0.0009
19.995,1.6067,1.6068,1.6,-0.0006
20.0,1.6066,1.6067,1.6,-0.0014
20.005,1.6066,1.6068,1.6,-0.0013
20.01,1.6066,1.6069,1.6,-0.0014
20.015,1.6066,1.6069,1.6,-0.0017
20.02,1.6065,1.6071,1.6,-0.0017
20.025,1.6065,1.6071,1.6,-0.0019
20.03,1.6065,1.6069,1.6,-0.0026
20.035,1.6064,1.6072,1.6,-0.002
20.04,1.6064,1.6068,1.6,-0.0033
20.045,1.6064,1.6068,1.6,-0.0035
20.05,1.6064,1.6068,1.6,-0.0036
20.055,1.6063,1.6068,1.6,-0.0039
20.06,1.6063,1.6065,1.6,-0.0051
20.065,1.6063,1.6066,1.6,-0.0051
20.07,1.6062,1.6064,1.6,-0.0061
20.075,1.6062,1.6064,1.6,-0.0065
20.08,1.6062,1.6065,1.6,-0.0064
20.085,1.6061,1.6065,1.6,-0.0066
20.09,1.6061,1.6064,1.6,-0.007
20.095,1.6061,1.6067,1.6,-0.0061
20.1,1.606,1.6068,1.6,-0.0059
20.105,1.606,1.6068,1.6,-0.0062
20.11,1.606,1.6065,1.6,-0.0072
20.115,1.606,1.6064,1.6,-0.008
20.12,1.6059,1.606,1.6,-0.0092
20.125,1.6059,1.6061,1.6,-0.0092
20.13,1.6059,1.6062,1.6,-0.0089
20.135,1.6059,1.6062,1.6,-0.0088
20.14,1.6059,1.6061,1.6,-0.0092
20.145,1.6059,1.606,1.6,-0.0093
20.15,1.6059,1.6062,1.6,-0.0087
20.155,1.6059,1.6061,1.6,-0.0088
20.16,1.6059,1.6059,1.6,-0.0093
20.165,1.6059,1.6059,1.6,-0.0089
20.17,1.6059,1.606,1.6,-0.0085
20.175,1.6059,1.6062,1.6,-0.0077
20.18,1.6059,1.6061,1.6,-0.0078
20.185,1.6059,1.6063,1.6,-0.0069
